ID	CS1	CS2	CS3	group
ERR3016660	-1.801359983	-0.275557282	0.103214161	2
ERR3016661	-0.322198344	-2.839602417	-2.121852334	4
ERR3016663	-0.435723723	-4.05456524	-1.187903087	4
ERR3016674	-3.19332551	1.234028165	-0.763638443	2
ERR3016675	-2.3323853	0.949706646	0.127660028	2
ERR3016676	0.12145123	0.199753572	-0.124006161	3
ERR3016677	-1.027904817	-0.131223371	0.674359561	2
ERR3016678	-0.033959276	-0.007404423	0.104345849	3
ERR3016679	-1.237364067	-0.978308541	-0.558531805	3
ERR3016680	-0.517890222	-0.931403432	0.85919262	3
ERR3016681	-0.654395528	-2.085856601	0.155905916	4
ERR3016682	-2.077544309	-0.886082129	-0.932503656	4
ERR3016683	-0.867766401	-3.855795016	-2.877363319	4
ERR3016684	-1.83547262	-0.507853162	0.155170905	2
ERR3016685	-0.563868169	-3.578933701	-2.827400734	4
ERR3016698	-1.561416033	-2.365541133	-2.897022995	4
ERR3016699	-2.524580356	1.298811464	-0.671421986	2
ERR3016700	-0.78786013	-0.494146325	1.816828169	3
ERR3016701	-0.843015161	0.135224205	1.128150378	3
ERR3016702	-0.764152717	-1.246530321	0.012812756	4
ERR3016703	-0.068426784	-1.022798342	1.996389642	3
ERR3016704	0.874944765	-0.940607694	1.970105526	3
ERR3016705	-0.184452589	-2.672061248	-1.199926542	4
ERR3016706	1.158945729	-2.544046509	0.043705724	4
ERR3016707	0.315255527	-2.597759629	-0.200264497	3
ERR3016708	-0.552567851	-5.776354647	-3.242888989	4
ERR3016709	-0.802267247	-2.454497462	-1.800328415	4
ERR3016722	-1.101809063	-3.371219354	-3.079504997	4
ERR3016723	-1.869783805	-1.299201451	-1.997813725	4
ERR3016724	-1.617466785	-1.463498836	-1.548702894	4
ERR3016725	-0.821803536	-2.194888883	-1.365895516	4
ERR3016726	-2.302322188	0.268277028	-0.516154246	2
ERR3016727	-1.133930767	-0.843632966	1.362668028	3
ERR3016728	-1.254759759	-1.101190283	0.133808793	4
ERR3016730	-1.444159415	-0.770798477	-0.506590418	4
ERR3016731	-0.931743769	-1.800174007	-1.214748205	4
ERR3016732	-1.02475593	-2.630653964	-2.447301213	4
ERR3016733	-0.876094207	-2.943133303	-2.75492758	4
ERR3016734	0.559116682	-1.857302958	1.180111109	4
ERR3016746	-2.696699811	0.975933656	-0.264520852	2
ERR3016747	-2.354565341	0.09094282	-0.388600377	2
ERR3016748	-1.630529308	-0.290485355	0.588577185	2
ERR3016749	-0.993242783	-0.331959971	1.773850508	3
ERR3016750	-1.90530519	-0.198867194	1.233287807	2
ERR3016751	-2.224682012	0.520698043	0.460261681	2
ERR3016752	-2.520583217	0.257104275	0.015027296	2
ERR3016754	-2.154230439	-0.213153391	-0.020336339	2
ERR3016755	-1.993222965	-0.902120062	1.466870681	2
ERR3016756	-1.529412496	-1.338734666	1.550630208	4
ERR3016757	-1.97569907	-1.210150811	-1.367182742	4
ERR3016768	-2.477971737	1.286061497	-0.450128318	2
ERR3016769	-2.47843196	1.107612115	-0.233959885	2
ERR3016770	-2.801564482	1.31750472	-0.657541211	2
ERR3016771	-2.082207273	-0.170763325	1.244501688	2
ERR3016772	-2.9065009	1.142848464	-0.748987188	2
ERR3016773	-2.021050459	0.400086161	0.216001557	2
ERR3016774	-2.45148364	0.901039116	-0.211323666	2
ERR3016776	-2.636452427	0.795523974	-0.252993736	2
ERR3016777	-2.790386425	0.833899721	-0.625306069	2
ERR3016778	-2.257282474	0.268362234	0.219099726	2
ERR3016779	-1.700360745	-1.657474906	-0.670346365	4
ERR3016780	-1.870264083	-0.480451142	0.996149858	2
ERR3016792	-2.286569371	1.416510439	-0.706608187	2
ERR3016793	-2.348845283	1.040921448	-0.207155936	2
ERR3016794	-2.888351971	1.48964178	-0.984662081	2
ERR3016795	-0.54233237	-1.335297314	-0.921378349	4
ERR3016796	-0.418119486	-2.239501924	-1.991522927	4
ERR3016797	-2.472563388	0.949469821	-0.535558691	2
ERR3016798	-0.210090853	-0.691435503	2.6353434	2
ERR3016800	-2.373230818	0.925461689	-0.733282979	2
ERR3016801	-2.568780782	0.945477483	-0.440798081	2
ERR3016802	-2.209609713	0.815623084	0.258501775	2
ERR3016803	-2.489465194	0.696214491	-0.528295507	2
ERR3016814	-2.581200358	0.629532912	-0.092820343	2
ERR3016815	-2.469310266	0.865609042	-0.453418231	2
ERR3016816	-2.414488647	0.890239961	-0.454266714	2
ERR3016817	-2.694633915	0.054018043	0.504224456	2
ERR3016818	-1.788486404	-0.032164446	0.619637672	2
ERR3016819	-2.190287558	-0.171997781	0.834447439	2
ERR3016820	-2.0620909	0.217639536	0.139139562	2
ERR3016821	-1.803736913	-1.311151646	-1.941089156	4
ERR3016822	0.212466197	-1.642135204	0.950746154	4
ERR3016823	-0.648261466	-3.811743142	-2.933685306	4
ERR3016824	-0.573623328	-1.222153391	0.09159184	4
ERR3016835	-2.343598335	0.902525834	-0.438839735	2
ERR3016836	-2.708272855	0.922382903	-0.31755239	2
ERR3016837	-2.933257127	0.930611106	-0.378743637	2
ERR3016838	-3.179486224	1.3582116	-0.905869109	2
ERR3016839	-2.691407785	0.941488124	-0.633746027	2
ERR3016840	-1.901009413	-2.560738537	-0.665782593	2
ERR3016841	-2.187843942	-0.207109213	-0.582335581	2
ERR3016842	-3.249889483	-1.970301812	-2.101745923	2
ERR3016843	-0.794891533	-0.912223511	0.708462217	2
ERR3016844	-2.272932638	-0.937345865	-0.290962395	2
ERR3016845	-1.70819716	-1.867505617	-0.948712515	4
ERR3016846	-1.376436477	-4.625462213	-3.339546215	4
ERR3016859	-2.868845175	1.198590592	-0.662424713	2
ERR3016860	-2.783105109	1.158438652	-0.475796388	2
ERR3016861	-2.199879176	-0.051723535	-0.705375539	2
ERR3016862	-2.521558666	1.013349916	-0.544062476	2
ERR3016863	-1.832702806	-0.477634876	1.006779454	3
ERR3016864	-2.01213853	0.257379234	0.102962953	2
ERR3016865	-1.978742068	-0.32401868	0.311019604	4
ERR3016867	-2.046540201	0.190743463	-0.351399908	2
ERR3016868	-1.144590705	-2.569641056	-2.03714266	4
ERR3016869	-2.389273587	0.514305434	-0.320485299	2
ERR3016870	-1.825121969	-0.234528377	0.2446211	2
ERR3016871	-2.822759671	0.089090775	-1.437985414	2
ERR3016881	-2.632426894	0.886361023	-0.188110144	2
ERR3016882	-2.030433384	0.443533582	0.715156992	2
ERR3016883	-0.797900941	-0.642819746	1.376078447	3
ERR3016884	-2.387523763	0.718993308	0.425712697	2
ERR3016885	-2.005595068	0.337076723	0.428722069	2
ERR3016886	-1.133369912	-0.558183282	1.899730295	3
ERR3016887	-0.484292288	-0.838787488	2.360836588	3
ERR3016888	-1.410962731	-0.372371707	1.633441359	3
ERR3016889	0.463412757	-0.536491003	0.554000264	3
ERR3016890	-2.257226696	0.135925754	0.693985353	2
ERR3016891	-1.280867635	-3.404044786	-1.848999182	4
ERR3016892	-1.646301354	-1.013292844	0.903172461	3
ERR3016905	-2.534501223	1.27106316	-0.572289556	2
ERR3016906	-2.018574597	0.737160368	-0.572593256	2
ERR3016907	-1.101202151	1.096522972	-0.079946633	3
ERR3016908	-2.421833757	1.066567127	-0.225448553	2
ERR3016909	-2.516236492	1.10553572	-0.189542424	2
ERR3016910	-0.773085577	1.193339941	-0.280334849	3
ERR3016911	-1.660416671	0.579234348	0.189729864	2
ERR3016912	0.825049102	-0.372596173	0.670173015	3
ERR3016913	-0.203406052	-1.043525172	1.306132534	3
ERR3016914	-0.13537719	-1.342575438	1.143691379	3
ERR3016915	0.084057786	-2.442576241	-1.497970766	4
ERR3016927	-1.505394365	0.881963605	-0.235225274	2
ERR3016928	-0.808094378	0.216220102	0.028488812	3
ERR3016929	-1.995096176	0.986240596	-0.420066711	2
ERR3016930	1.179100059	0.398312694	-0.771233712	3
ERR3016931	1.21589728	-0.610665222	1.426903806	3
ERR3016932	0.639233607	0.130731516	0.008928189	3
ERR3016933	-0.322573033	-0.096875806	0.423548302	3
ERR3016935	0.511004805	-1.096892699	0.872873734	3
ERR3016936	0.875110289	-1.011557632	1.189481828	3
ERR3016937	0.579262048	-1.678588171	1.302177855	3
ERR3016938	1.710598545	-1.122874065	0.867693467	3
ERR3016939	1.662332369	0.540182131	-1.135973392	3
ERR3016951	-2.355037904	-0.564570747	0.327372445	2
ERR3016952	-1.533292854	0.465093529	1.167268573	2
ERR3016953	-2.39479891	1.297833744	-0.408089228	2
ERR3016954	-2.42069457	0.719256768	-0.491515342	2
ERR3016955	-2.25674865	-0.367254578	-1.181516034	2
ERR3016956	-0.742405053	-1.822575988	1.039405018	3
ERR3016957	-1.541108281	-2.848809622	-2.809890646	4
ERR3016959	-0.1723305	-1.465370265	-0.649544925	4
ERR3016960	-1.327689658	-0.831187144	-0.355378652	2
ERR3016961	-1.304332396	-4.903712438	-3.152607032	4
ERR3016962	-0.504026514	-2.205323098	2.043807614	3
ERR3016972	-2.498497803	0.99414958	-0.559837758	2
ERR3016973	-2.555765925	0.221960811	-1.233619528	2
ERR3016974	-2.434368928	1.04507761	-0.299148017	2
ERR3016975	-0.780223786	-0.507875704	-0.668259281	4
ERR3016976	-0.704318077	-1.445285533	-1.219456167	4
ERR3016977	-0.762289472	-0.926178212	-0.664771784	4
ERR3016978	-1.030105181	-2.253587661	-2.006186512	4
ERR3016980	-1.474335938	0.01559581	0.320790012	2
ERR3016981	0.420400864	-0.21304189	0.025186489	3
ERR3016982	-0.942656514	0.100758902	0.025476512	3
ERR3016983	1.655917799	0.038766097	-0.215061865	3
ERR3016994	-1.575196178	-0.538011161	0.95041382	2
ERR3016995	-0.253520156	-0.443107686	0.152675467	3
ERR3016996	0.523264665	0.216756782	-0.552768992	3
ERR3016997	0.888006126	-0.119255495	-0.197912169	3
ERR3016998	-0.968518795	-1.314582337	1.171429601	4
ERR3016999	-0.547208694	-1.299316151	0.267213864	4
ERR3017000	-0.442004695	-1.153425681	0.729687379	4
ERR3017002	-0.336288774	-1.726637405	-0.192366561	4
ERR3017003	-1.071950047	-1.599404885	-0.911736652	4
ERR3017004	-0.7492122	-3.924307859	-3.438391813	4
ERR3017005	-0.363283491	-2.111799118	1.191549033	4
ERR3017017	-0.453519703	0.219991296	1.107032941	3
ERR3017018	-0.391513581	0.42106063	0.322447602	2
ERR3017019	0.950719057	-0.897835797	0.728870977	3
ERR3017020	-0.846560015	-1.148884931	2.849683576	3
ERR3017021	0.618132761	-1.379659162	1.783732916	3
ERR3017022	0.558359268	-0.828390766	0.303822223	3
ERR3017023	0.864623392	-0.573406434	0.137406807	3
ERR3017025	0.45955069	0.162635139	0.584914041	3
ERR3017026	-1.145177686	0.235979723	0.035036389	3
ERR3017027	1.284537132	-0.174029146	0.077030713	3
ERR3017028	1.16767304	-0.964159719	1.756732781	3
ERR3017029	0.375417681	-1.609084162	2.471973369	3
ERR3017039	0.000603435	0.539649562	-1.083915376	3
ERR3017040	-2.39344384	0.822556481	-0.182207079	2
ERR3017041	-2.660193721	1.203080505	-0.675682654	2
ERR3017042	-0.606716362	-3.999463449	-2.128549623	4
ERR3017043	-0.795574474	-2.518574077	-0.654052461	4
ERR3017044	0.730276312	-2.368439403	-0.008580186	4
ERR3017046	-1.486755962	-1.803581136	-0.898256047	4
ERR3017047	-0.958737912	-3.007979644	2.183043897	4
ERR3017056	-2.791368037	0.821268958	1.30564533	2
ERR3017057	-2.825995402	1.407973913	0.254490115	2
ERR3017058	-1.733900029	1.284003515	0.455461331	2
ERR3017059	0.44919679	1.19914045	-0.661018765	3
ERR3017060	-1.659471255	1.075705945	0.092670144	2
ERR3017061	-4.081683375	2.14260726	1.159893358	2
ERR3017062	-0.606975179	0.737287571	-0.20290878	3
ERR3017063	-0.222648211	0.172777526	0.039822215	3
ERR3017064	-1.119094887	0.598554627	-0.141342313	2
ERR3017065	0.281885484	0.579832897	-0.756601485	3
ERR3017066	1.001558178	-0.591120804	0.454902363	3
ERR3017067	-1.611491301	0.470495725	0.105912441	2
ERR3017077	-0.536422942	0.840997379	-0.175742073	3
ERR3017078	-2.094334565	1.150177782	-0.245063569	2
ERR3017079	-1.331208831	0.078920468	-1.36178672	2
ERR3017080	-0.664164415	0.207797008	0.099457745	3
ERR3017081	-2.638022656	1.454134649	-0.891035001	2
ERR3017083	-1.96305709	0.882999319	-0.454038822	2
ERR3017084	-2.342812927	1.368916218	-0.558356947	2
ERR3017085	-1.388291558	0.635370515	-0.459719444	2
ERR3017086	-0.950238489	0.01412249	0.410255101	3
ERR3017087	-2.342037564	0.734491366	-0.564078217	2
ERR3017088	-0.763645303	0.072494881	0.463370433	3
ERR3017099	-2.578529412	1.39171694	-0.677612552	2
ERR3017100	-1.056792277	1.400430025	-1.049046263	3
ERR3017101	-2.316144193	1.322857971	0.010042981	2
ERR3017102	-2.664294689	1.111962543	-0.503057285	2
ERR3017103	-2.181069305	0.98374836	-0.924673455	2
ERR3017104	-1.548707133	0.189420634	-0.010418537	2
ERR3017106	-1.802661994	0.339221864	-0.421867635	2
ERR3017107	-1.017902115	0.042497002	-0.191335225	3
ERR3017108	-2.601000319	1.121392907	-0.494279726	2
ERR3017109	-1.883110123	0.556807845	0.109188192	2
ERR3017110	-1.855937893	-0.217141675	0.309463674	2
ERR3017111	-2.338763131	1.100443273	-0.216028197	2
ERR3017122	-1.536303275	0.789005955	0.580696229	2
ERR3017123	0.397360661	-0.466350846	1.059424869	3
ERR3017124	-2.379665044	0.952934852	0.27053556	2
ERR3017125	-1.367714401	0.822739426	-0.382332212	2
ERR3017126	-0.617311137	0.763279482	0.01772596	2
ERR3017127	-1.14990607	0.161864448	-1.121622221	2
ERR3017128	-0.821723046	0.548798649	0.617778689	2
ERR3017129	-0.239699329	-0.332938351	0.576684736	2
ERR3017130	-1.041620925	0.238197957	0.858727126	2
ERR3017131	-1.208598724	0.086215249	0.694937393	2
ERR3017132	0.071885072	-1.070549154	0.59049872	4
ERR3017133	-1.335274499	-0.551992072	1.52760497	2
ERR3017146	-1.504251344	1.004727789	0.209815813	2
ERR3017147	-2.403316959	1.042369856	-0.251835905	2
ERR3017148	-1.472825913	0.868809136	0.043574415	2
ERR3017149	-1.5045651	0.795247945	-0.463597567	2
ERR3017150	-1.098561643	-0.565729891	1.249925447	2
ERR3017151	-1.504350766	0.217184271	0.327151865	2
ERR3017153	0.14336283	-1.468617292	0.6092677	4
ERR3017154	-0.38249963	-3.396920688	1.326784085	4
ERR3017155	3.313577361	-1.099432159	-0.690418486	3
ERR3017156	0.783863201	-2.513403191	-0.609477451	4
ERR3017157	-0.591337264	-1.061325931	5.63934794	3
ERR3017168	-2.238290609	1.169591477	0.219158873	2
ERR3017169	0.278929614	-0.176543663	-1.087866335	3
ERR3017170	-2.250237543	0.611434775	-0.881400136	2
ERR3017171	-1.31101064	0.459727414	-0.224833781	2
ERR3017172	-1.415908804	0.095878589	0.417574442	2
ERR3017173	-0.809076339	-2.865313671	-2.861093108	4
ERR3017174	-2.246904474	1.05541565	-0.230843336	2
ERR3017175	-0.626556137	-0.102232221	-0.07514852	3
ERR3017176	-1.83481014	0.246818497	-0.555178959	2
ERR3017177	-1.183239673	-0.466756203	-0.094441234	3
ERR3017178	-0.654707749	-0.304941797	0.874509443	3
ERR3017190	-2.467595855	1.245291194	-0.618947136	2
ERR3017191	-1.959523312	1.180233948	-0.403454035	2
ERR3017192	-2.405491979	1.369924131	-0.544546686	2
ERR3017193	-2.323781068	1.037249021	-0.34371257	2
ERR3017194	-2.452221717	1.361585024	-0.722331109	2
ERR3017195	-2.082941673	1.05251452	-0.367407759	2
ERR3017196	-0.973997902	0.03412339	0.370450245	2
ERR3017197	-1.544865242	-0.613639715	-1.460331746	2
ERR3017198	-0.589434018	-0.542632282	-0.488162961	4
ERR3017199	1.285580376	-2.119372298	-0.846306935	4
ERR3017200	-0.359391998	-1.123896409	0.373583474	4
ERR3017201	1.029402815	-2.53460281	4.801618345	3
ERR3017212	-2.353183955	1.299758578	-0.096574183	2
ERR3017213	-2.477539826	1.136023126	-0.116877378	2
ERR3017214	-2.37141666	1.127400238	-0.301997253	2
ERR3017215	-1.136088486	-0.339809519	0.131752288	4
ERR3017216	-0.72532782	-3.307607922	-2.368469365	4
ERR3017218	-1.039741632	-0.891151364	0.63110311	4
ERR3017219	0.118917567	-0.961634723	-0.228909248	3
ERR3017220	-0.713926044	0.743279827	0.162252077	3
ERR3017230	-2.784039029	1.452545866	-0.698622726	2
ERR3017231	-2.669309955	1.479044533	-0.892145926	2
ERR3017232	-3.265961205	1.597451764	-1.273143651	2
ERR3017233	-2.048570763	0.938502966	-0.303249452	2
ERR3017234	-2.760242598	1.313600024	-0.868995413	2
ERR3017236	-2.298145767	1.403583463	-0.581894464	2
ERR3017237	-1.649034158	-0.124989699	0.05780282	2
ERR3017238	-1.200316353	-0.851680298	-0.166072105	2
ERR3017239	-2.408426027	1.408051881	-0.601647329	2
ERR3017240	-1.319808753	-0.077852402	0.461467902	3
ERR3017253	-1.18000651	1.28896131	-0.540118109	2
ERR3017254	-2.004274306	1.3769299	-0.510144563	2
ERR3017255	-0.360820305	1.167852885	-0.752772162	3
ERR3017256	-1.835759042	0.976162847	-0.324811913	2
ERR3017257	0.473695008	0.281164545	0.271384658	3
ERR3017258	0.546274231	0.387790054	-0.301834474	3
ERR3017259	0.487951412	0.05018408	1.135921201	3
ERR3017260	3.205203051	-1.130359969	4.82163784	3
ERR3017262	2.778179689	-0.222490791	-0.448117813	3
ERR3017263	1.259107243	0.602645723	-0.385364273	3
ERR3017275	-1.637492283	1.231878801	-0.121484816	2
ERR3017276	-2.529373044	1.292905773	-0.275241896	2
ERR3017277	-3.150896968	1.232291804	-0.858040462	2
ERR3017278	-8.182107665	-1.267163476	2.170576084	4
ERR3017279	-1.873704157	1.214940895	-0.792962982	2
ERR3017280	-0.904744856	-0.268577688	0.218435867	3
ERR3017281	-2.019688036	0.229234845	-0.847972781	2
ERR3017283	-0.956016007	-1.702527603	-2.097386924	4
ERR3017284	-1.511541816	0.181625388	-0.536459896	2
ERR3017285	0.069972498	-1.571625536	-0.55999967	4
ERR3017286	-0.777524139	-1.917320816	-1.844308976	4
ERR3017299	-0.679830843	-1.239539346	0.07552503	4
ERR3017300	-2.554669447	1.33514309	-0.862713265	2
ERR3017301	-2.241930424	0.351328057	-0.531119671	2
ERR3017302	-2.031758082	-0.729367439	-1.571786987	2
ERR3017303	-0.958611679	-1.10018868	-1.692210843	4
ERR3017304	-1.778445808	-0.137730457	-1.390066618	2
ERR3017305	-1.413580828	-1.676768236	-2.331960639	4
ERR3017306	-1.415686464	-1.964657823	-2.369045142	4
ERR3017307	-0.490388268	-1.773572996	-1.567053272	4
ERR3017308	-0.834244178	-4.351592485	-3.530080895	4
ERR3017309	-0.703385497	-3.549427204	-1.940563362	4
ERR3017310	0.280928561	-3.010221466	-0.704888409	4
ERR3017323	-1.223814031	0.926470151	0.144280693	2
ERR3017324	-0.499158112	-1.43481996	-1.744418696	4
ERR3017325	-1.345175451	-0.459247419	-0.909443411	2
ERR3017326	-1.169643745	0.547071999	-0.260297712	2
ERR3017327	0.141639187	-1.03037872	1.37163303	3
ERR3017328	0.172566494	-0.300325549	-0.09590336	3
ERR3017330	-1.020659879	-1.669534975	-1.494537386	4
ERR3017331	-0.546797389	-0.351933237	-0.024133607	2
ERR3017332	0.761380827	-2.868495719	-1.172345921	4
ERR3017333	0.292033024	-2.246950167	-1.855877395	4
ERR3017334	1.520909654	-3.030652937	-1.306294785	4
ERR3017335	2.425590637	-1.110326904	-2.120220374	3
ERR3017346	-2.274127694	0.938157111	-1.163154225	2
ERR3017347	-0.646779605	1.280133255	-0.693024263	3
ERR3017348	-0.36415827	1.391785337	-1.240473983	3
ERR3017349	-1.300199663	1.00458066	-0.72821021	2
ERR3017350	-0.119309229	1.065488136	-0.505375716	3
ERR3017351	-0.112530681	0.972456598	-0.69915356	3
ERR3017353	-1.356519283	1.392155959	-0.815088736	2
ERR3017354	0.947993672	0.520577172	-0.99530491	3
ERR3017355	-0.806500628	0.782238573	-0.894142608	3
ERR3017356	0.724756825	0.374300016	-0.745007595	3
ERR3017357	-1.305712237	0.468839468	-0.449617164	3
ERR3017369	-2.343378795	-0.256984533	0.01722332	2
ERR3017370	-0.282412788	-1.123383411	0.69581479	3
ERR3017371	0.133779503	-1.699056812	-0.350030441	4
ERR3017372	-0.500631562	-1.708812021	-2.030491893	4
ERR3017373	-1.10879482	-1.897758276	-1.590398532	4
ERR3017374	-0.756255078	-3.084502944	-1.895928274	4
ERR3017375	-0.394692488	-1.683091263	-0.620000014	4
ERR3017376	-0.343696602	-1.862174701	-1.096585614	4
ERR3017377	-0.457258604	-4.368484243	-2.939469254	4
ERR3017378	-0.050536474	-4.567903858	-2.13799044	4
ERR3017379	-0.489197889	-3.743675617	-1.84955475	4
ERR3017380	0.082895009	-4.15199355	-2.311385772	4
ERR3017392	-3.911072171	0.902742232	0.557408099	2
