CS1	CS2	group
SRR7938910	-1.678816173	-0.550716002	1
SRR7938912	-0.819756172	-0.897640365	1
SRR7938882	-1.687364922	0.110198641	1
SRR7938893	-4.567525058	-1.635809569	1
SRR7938902	-0.890903439	-0.124026512	1
SRR7829816	-1.228649704	-0.114421226	1
SRR7829784	-1.791260379	-0.496048271	1
SRR7829776	-1.830389755	-0.611096148	1
SRR7829734	-2.504384435	-0.726513105	1
SRR7829859	-1.878194592	-0.361089363	1
SRR7829792	-1.914227806	-0.351472588	1
SRR7829813	-0.836799596	0.285309726	1
SRR7829831	-1.736098858	-0.180995477	1
SRR7829867	-1.873362159	-0.341999708	1
SRR7938874	-1.855387602	-0.50459771	1
SRR7938913	-1.322190177	0.235191681	1
SRR7938914	-1.681696073	-0.439694372	1
SRR7829836	-1.421063223	-0.304153083	1
SRR7829862	-1.030514583	-0.499278044	1
SRR7938906	-1.632218733	-0.35464573	1
SRR7829796	-1.840608997	-0.440949703	1
SRR7829780	-1.811320642	-0.548613081	1
SRR7938895	-2.331103039	-0.669325451	1
SRR7829777	-1.972753623	-0.529722297	1
SRR7829740	-1.762327961	-0.609703696	1
SRR7829822	-1.797601511	-0.649454799	1
SRR7829823	-1.80964244	-0.570525491	1
SRR7829825	-1.80359464	-0.616764727	1
SRR7829875	-2.779093095	-0.83074961	1
SRR7829824	-1.866854806	-0.616436565	1
SRR7938879	-1.173306974	-0.190311499	1
SRR7829842	-1.619404642	-0.401429088	1
SRR7829839	-1.41184421	-1.433229717	1
SRR7938868	-1.504841125	-0.04502231	1
SRR7938900	-1.882092711	-0.337812761	1
SRR7938896	-0.855312368	-1.700701845	1
SRR7938898	-1.266943481	-0.170089158	1
SRR7829828	-1.541940149	-0.329595159	1
SRR7829750	-3.481983318	-1.203857053	1
SRR7938907	-1.773352691	-0.532290263	1
SRR7829731	-3.489337687	-1.285081047	1
SRR7829804	-1.807712981	-0.656741668	1
SRR7829844	-1.120434046	0.46463706	1
SRR7829759	-2.174588153	-0.54017516	1
SRR7829841	-1.459338369	-0.021969109	1
SRR7829763	-2.215644318	-0.6009496	1
SRR7938878	-2.281941707	-0.582500115	1
SRR7829786	-1.897484009	-0.298801296	1
SRR7938905	-1.774676957	-0.563277315	1
SRR7938892	-2.234609187	-0.704192321	1
SRR7829868	-1.372307908	0.117314481	1
SRR7938908	-1.582986161	-0.361603432	1
SRR7829739	-1.95818756	-0.420953268	1
SRR7829743	-1.805720102	-0.189448667	1
SRR7829866	-1.550788905	-0.040641453	1
SRR7829860	-1.698374353	-0.524784441	1
SRR7829737	-1.898631337	-0.35509709	1
SRR7829805	-3.893846725	-1.558804297	1
SRR7829778	-5.579834405	-1.823515103	1
SRR7938880	-1.714075649	-0.124690035	1
SRR7829791	-1.591496786	-0.242359829	1
SRR7829788	-1.368381881	-0.290066341	1
SRR7829865	-1.540127946	-0.364767891	1
SRR7829797	-2.743815024	-1.081803622	1
SRR7829783	-1.811572292	-0.529587022	1
SRR7829785	-1.804509065	-0.562505379	1
SRR7829782	-1.812307546	-0.537078959	1
SRR7829819	-1.808813971	-0.57716241	1
SRR7829736	-1.956954088	-0.341042001	1
SRR7829817	-1.241108228	-0.492491295	1
SRR7829803	-1.250477812	-0.496070888	1
SRR7829864	-1.888258608	-0.319269583	1
SRR7829741	-1.837568501	-0.485830986	1
SRR7829781	-1.803398998	-0.587901753	1
SRR7829779	-1.714088494	-0.496149912	1
SRR7829820	-1.82171561	-0.543510344	1
SRR7829742	-1.823721805	-0.521699988	1
SRS863266	-3.963759277	-1.159723188	1
SRS863154	-4.182727439	-1.536258357	1
SRS863159	-2.10118896	-1.39892858	1
SRS863252	-2.295673944	-0.795005587	1
SRS863433	-1.717379057	-0.252536907	1
SRS863275	-3.652662679	-1.3245057	1
SRS863153	-1.870820626	-0.722345812	1
SRS863264	-1.168512058	-0.699586942	1
SRS863168	-0.770293075	-0.349045168	1
SRS863155	-1.221928665	-0.843534115	1
SRS863466	-1.518245117	-0.749497264	1
SRS863274	-7.489718466	-2.76696631	1
SRS863287	-1.710572761	-0.210403985	1
SRS863425	-1.119136407	-0.486960661	1
SRS863398	-5.145500803	-1.905583151	1
SRS863372	-2.352445321	-0.688132366	1
SRS863278	-1.998238547	-0.448881039	1
SRS863161	-1.388229949	-0.548060169	1
SRS863459	-3.42946453	-1.317644811	1
SRS863233	-0.698547863	-0.344437555	1
SRS863270	-2.349912036	-0.838459876	1
SRS863261	-1.947968964	-0.480422307	1
SRS863384	-1.762008552	-0.490271268	1
SRS863461	-2.155235989	-0.880433538	1
SRS863460	-1.303117934	-0.520678635	1
SRS863378	-1.869182099	-0.716894585	1
SRS863279	-2.864742315	-1.146652289	1
SRS863450	-2.947298168	-1.208578043	1
SRS863419	-2.235057948	-0.620778195	1
SRS863281	-1.926676737	-0.708661793	1
SRS863462	-1.556100617	-0.31088893	1
SRS863423	-2.738695141	-1.890358046	1
SRS863262	-2.435617294	-0.748091076	1
SRS863418	-1.373064034	-0.539275895	1
SRS863374	-3.038672873	-1.19430178	1
SRS863156	-1.154868123	0.175068134	1
SRS863273	-3.324582365	-1.263423835	1
SRS863373	-2.628247268	-0.967863534	1
SRS863369	-1.768619227	-0.610592734	1
SRS863280	-1.815601243	-0.515258197	1
SRS863282	-1.837904228	-0.525025324	1
SRS863382	-2.063633658	-0.65210247	1
SRS863276	-3.172419915	-1.091037262	1
SRS863377	-3.063498001	-1.124221285	1
SRS863407	-5.923296624	-2.077559142	1
SRS863285	-2.453873059	-0.948040579	1
SRS863421	-2.254968752	-0.870843819	1
SRS863288	-2.863907288	-1.136584703	1
SRS863289	-4.070825535	-1.57064331	1
SRS863406	-3.218655503	-1.321123802	1
SRS863416	-1.0687999	0.224405713	1
SRS863409	-2.669877484	-0.918465199	1
SRS863370	-1.729914867	-1.447678487	1
SRS863375	-2.226036128	-0.707437416	1
SRS863387	-1.437794072	0.193966425	1
SRS863163	-1.764654719	-0.719202992	1
SRS863451	-4.592675141	-1.708135825	1
SRS863427	-1.182729119	-0.595175241	1
SRS863458	-2.333540872	-0.750331328	1
SRS863286	-1.911755939	-0.430864784	1
SRS863452	-3.658425601	-1.325831468	1
SRS863164	-2.185576361	-1.054362078	1
SRS863171	-1.787906129	-0.408375669	1
SRS863268	-4.564856057	-1.810946252	1
SRS863169	-1.40651306	-0.167778508	1
SRS863277	-1.938689392	-0.677002522	1
SRS863157	-3.835353515	-1.372484757	1
SRS863256	-2.770259747	-1.251121181	1
SRS863162	-2.563472454	-0.493830369	1
SRS863165	-3.103769317	-1.091321586	1
SRS863267	-2.907679323	-1.368971397	1
SRS863290	-4.500484212	-1.636371335	1
SRS863440	-2.216701485	-0.835982786	1
SRS863167	-3.310482154	-0.805265861	1
SRS863430	-1.520069839	-0.578247555	1
SRS863465	-1.552779518	-0.74818068	1
SRS863158	-2.874986376	-0.82928191	1
SRS863464	-3.052029306	-1.075146494	1
SRS863283	-2.956154694	-1.090939689	1
SRS863284	-2.573488667	-0.734960957	1
SRS863263	-2.987276203	-1.232689237	1
SRS863376	-2.044033735	-0.625645492	1
SRS863265	-3.508210202	-1.220972044	1
SRS863269	-3.525054572	-1.237497363	1
SRS863457	-1.322214183	0.308144472	1
SRS863463	-3.860970273	-1.435554937	1
SRS863166	-2.9223896	-1.014829292	1
SRS863259	-2.815485609	-0.972854643	1
SRS863160	-1.450024238	-0.563171019	1
SRS863371	-2.102356868	-0.648185003	1
DRR051714	-2.282438516	-0.897767943	1
DRR051698	-1.632103146	-0.315134581	1
DRR051604	-2.034499074	-0.7591919	1
DRR051613	-1.948473772	-0.50220316	1
DRR051508	-2.323265334	-0.769796943	1
DRR051523	-1.335778325	-0.648356909	1
DRR051706	-1.520144022	-0.263252746	1
DRR051695	-1.775097859	-0.476443625	1
DRR051599	-1.970745683	-0.687599232	1
DRR051610	-1.77710937	-0.494765271	1
DRR051619	-2.00297946	-0.589605699	1
DRR051620	-2.09667511	-0.564533796	1
DRR051621	-2.115175241	-0.545311917	1
DRR051622	-2.192084336	-0.668917349	1
DRR051623	-1.963417092	-0.425035922	1
DRR051718	-2.311697771	-0.843282248	1
DRR051719	-4.618651841	-0.772561013	1
DRR051710	-1.735868255	-0.510170894	1
DRR051618	-1.947971854	-0.567733875	1
DRR051645	-1.575443189	-0.135340303	1
DRR051592	-0.498694971	-1.05556969	1
DRR051666	-1.269221598	-0.986391154	1
DRR051662	-1.390419036	-0.914889575	1
DRR051665	-1.309317497	-0.964319871	1
DRR051565	-1.033672523	-0.800158949	1
DRR051657	-1.293416249	-1.389941548	1
DRR051557	-3.297669637	-1.390377694	1
DRR051505	-1.786632831	-0.291715394	1
DRR051506	-1.197480968	0.292924117	1
DRR051507	-1.203217356	0.278172143	1
DRR051509	-2.957235253	-1.196834155	1
DRR051510	-2.805351946	-1.129375869	1
DRR051511	-2.177942992	-0.609351023	1
DRR051586	-0.277423468	-1.001747364	1
DRR051589	-0.862917863	-0.842441391	1
DRR051521	-1.947678537	-0.580596475	1
DRR051562	-1.991549527	-0.956046159	1
DRR051643	-2.022241132	-0.363385596	1
DRR051644	-1.690300955	-0.185721154	1
DRR051658	-2.105248675	-0.960839266	1
DRR051672	-0.749921008	-1.157417373	1
DRR051690	-3.766239727	-0.600337807	1
DRR051692	-1.693255215	-0.307022663	1
DRR051641	-1.399313444	0.191694855	1
DRR051642	-2.852336206	-1.078465307	1
DRR051646	-1.655797471	-0.176863988	1
DRR051648	-1.776363839	-0.436917685	1
DRR051647	-1.544011618	-0.024267209	1
DRR051664	-1.398849713	-0.942274355	1
DRR051671	-1.015193729	-1.088399548	1
DRR051663	-1.559169103	-0.880347589	1
DRR051720	-1.943962901	-0.703218973	1
DRR051659	-1.889302516	-0.806945244	1
DRR051660	-1.659609176	-0.835800573	1
DRR051661	-1.50067113	-0.897998611	1
DRR051667	-0.956451589	-1.040071023	1
DRR051669	-0.904129732	-1.088536437	1
DRR051670	-1.085929996	-1.053386348	1
DRR051668	-1.292511049	-0.969794441	1
DRR051696	-1.910259279	-0.613849897	1
DRR051697	-1.928822132	-0.601269086	1
DRR051564	-0.656668415	-0.945119482	1
DRR051563	-1.174612662	-0.85859555	1
DRR051691	-1.643046578	-0.250831779	1
DRR051693	-1.6920208	-0.331033112	1
DRR051611	-1.768779483	-0.487182067	1
DRR051614	-1.873062897	-0.426569306	1
DRR051615	-1.764770706	-0.383665937	1
DRR051624	-1.763195621	-0.491670863	1
DRR051626	-1.746239136	-0.425050868	1
DRR051627	-1.755945967	-0.385863608	1
DRR051612	-1.757164737	-0.477638891	1
DRR051594	-1.735673299	-0.475471542	1
DRR051585	-0.898256406	-0.817459814	1
DRR051595	-1.624367503	-0.322691759	1
DRR051583	-0.389940052	-1.062473538	1
DRR051590	-0.767050498	-0.979847704	1
DRR051591	-0.465930038	-1.10134588	1
DRR051588	-1.370734096	-0.559423675	1
DRR051649	-1.820306005	-0.316639774	1
DRR051629	-1.141413413	-0.295150056	1
DRR051576	-0.965712419	-0.991451729	1
DRR051584	-0.489261002	-1.006001804	1
DRR051587	-0.467343003	-1.085118606	1
DRR051579	-0.555913852	-1.089416232	1
DRR051581	-0.713625162	-0.906634644	1
DRR051580	-1.108886347	-0.785827102	1
DRR051694	-1.670780381	-0.358035418	1
DRR051593	-1.704701816	-0.443226218	1
DRR051628	-1.296045018	-0.251965835	1
DRR051625	-1.767759682	-0.493969945	1
DRR051617	-1.891265064	-0.532139821	1
DRR051582	-1.051924466	-0.77362218	1
DRR051522	-1.740153843	-0.497615418	1
DRR051603	-2.015566304	-0.747521771	1
DRR051596	-1.381589383	0.139745887	1
DRR051597	-1.595317406	-0.126245797	1
DRR051616	-1.905531034	-0.543962558	1
DRR051602	-2.028647004	-0.752692675	1
DRR051606	-2.034903705	-0.757194774	1
DRR051605	-2.024040708	-0.747935708	1
DRR051598	-2.035872553	-0.753836323	1
DRR051601	-2.040186647	-0.762917279	1
DRR051607	-2.042908035	-0.759951364	1
DRR051600	-2.044292948	-0.76490301	1
DRR051575	-2.028681428	-0.704856419	1
DRR051577	-1.983068626	-0.779616097	1
Nat0001mec	-1.154776182	-0.072382598	1
Nat0005mec	-1.473943378	-0.259515687	1
Nat0007mec	-1.743203895	-0.481769443	1
Nat0008mec	-1.760001081	-0.016996949	1
Nat0009mec	-1.467505963	-0.249835414	1
Nat0010mec	-1.743525649	-0.483915693	1
Nat0011mec	-1.399812625	-0.204046469	1
Nat0012mec	-2.195510206	-0.137986871	1
Nat0013mec	-1.473614564	-0.250755794	1
Nat0015mec	-1.518800546	-0.276895169	1
Nat0017mec	-1.370157809	-0.17229725	1
Nat0020mec	-1.447798582	-0.206198397	1
Nat0021mec	-1.783763376	-0.646982455	1
Nat0022mec	-1.829350635	-0.453217564	1
Nat0032mec	-3.452666587	-0.722510356	1
Nat0034mec	-1.646302848	-0.279638793	1
Nat0039mec	-1.942979567	-0.438494392	1
Nat0042mec	-1.590511708	-0.33262164	1
Nat0045mec	-1.26074624	0.342817889	1
Nat0049mec	-1.543320158	-0.27300369	1
Nat0056mec	-6.799103703	-1.312107789	1
Nat0061mec	-6.321848536	-1.538905293	1
Nat0068mec	-4.701550907	-1.129822695	1
Nat0069mec	-3.6825547	-0.830947353	1
Six0003Bamec	-3.740589918	-0.846401846	1
Six0004Bamec	-3.694581349	-0.638184333	1
Six0007A	-0.690784499	0.0576768	1
Six0008Bamec	-1.88370726	0.020011145	1
Six0011Bamec	-2.776878804	-0.423074372	1
Six0015Bamec	-2.479379127	-0.27282305	1
Six0016Bamec	-3.295709867	-1.003931262	1
Six0017A	-1.175397139	-0.257202367	1
Six0017Bamec	-1.454108179	-0.462653767	1
Six0018A	-2.019122552	-0.270465619	1
Six0019Bamec	-1.792140099	-0.650900989	1
Six0020Bamec	-1.496920888	-0.272660308	1
Six0021Bamec	-1.983154543	-0.703441175	1
Six0022Bamec	-2.483771834	-0.825215109	1
Six0023Bamec	-2.562329388	-0.567549619	1
Six0024A	-1.842769309	-0.274696304	1
Six0025Bamec	-3.30071161	-0.801159517	1
Six0026A	-0.828368504	0.217366036	1
Six0026Bamec	-1.750008039	-0.626434883	1
Six0027Bamec	-4.39357882	-1.478969243	1
Six0028Bamec	-2.513001231	-0.808526119	1
Six0033Bamec	-3.568879511	-0.913541764	1
Six0034Bamec	-3.178041082	-0.831491034	1
Six0035Bamec	-3.639261218	-1.156307238	1
Six0040Bamec	-4.046472479	-1.342201104	1
Six0041Bamec	-0.703368849	-0.301950208	1
Six0043Bamec	-3.325029181	-0.832977227	1
Six0044Bamec	-3.043079462	-0.727220455	1
Six0051A	-1.088610235	-0.004222739	1
Six0051Bamec	-4.138434971	-1.150643963	1
Six0052Bamec	-2.702359832	-0.433105668	1
Six0053Bamec	-1.613387914	-0.376321027	1
Six0054Bamec	-3.430316069	-1.01549108	1
Six0055Bamec	-3.259781856	-0.990392149	1
Six0056Bamec	-1.498137223	-0.259385467	1
Six0058A	-0.777940054	0.248493095	1
Six0058Bamec	-1.943995692	-0.680021747	1
Six0060B	-1.053424046	-0.284291253	1
Six0060mec	-1.838999324	-0.674263032	1
Six0061mec	-2.02551827	-0.732590143	1
Six0062mec	0.089725357	0.048818854	1
Six0068mec	-4.818272836	-1.771661711	1
Six0069mec	-0.603793115	1.087252659	1
Six0070mec	-2.279680731	-0.620898299	1
Six0071mec	-2.194902571	-0.579331062	1
SRR5575404	-0.874713205	0.509982689	2
SRR5575588	-0.054546114	0.984255694	2
SRR5575652	-0.170775713	-0.20910065	2
SRR5575587	-0.487029648	0.803144429	2
SRR5575398	0.289501832	1.060905649	2
SRR5575443	-0.187662578	0.857243841	2
SRR5575444	0.456857572	-0.145808982	2
SRR5575508	0.384927164	1.823628948	2
SRR5575396	-0.063695484	0.144343188	2
SRR5575590	0.074814674	0.186578534	2
SRR5575405	-0.157218067	1.171537953	2
SRR5575507	-1.007823275	0.679257386	2
SRR5575511	-0.320050057	0.763407099	2
SRR5575453	-0.183249786	0.325176774	2
SRR5575515	-0.712650947	0.57246772	2
SRR5575399	0.098818605	0.667293711	2
SRR5575446	0.302762456	1.547154892	2
SRR5575625	-0.752274729	0.174228881	2
SRR5575506	0.340874173	1.753058111	2
SRR5575514	-0.576744801	0.782758929	2
SRR5575445	-0.217345805	0.505704225	2
SRR5575402	0.203635966	1.314223547	2
Twins.2A	-0.921097627	0.229634398	2
Twins.4A	-1.378914578	-0.001135466	2
Twins.5A	-0.859178838	0.168310059	2
ERR3017342	0.697395801	2.070082299	2
ERR3019616	0.265436347	1.791736921	2
ERR3019043	-0.139614663	1.23232775	2
ERR3016833	0.71790155	2.017506387	2
ERR3017530	0.226748132	0.524570064	2
ERR3017313	0.357426355	0.981090515	2
ERR3017977	0.743523363	2.209673149	2
ERR3017282	0.301984951	1.425911175	2
ERR3019779	-0.194301995	0.933442909	2
ERR3017321	0.674302474	2.115678189	2
ERR3017296	-0.122945604	0.909464791	2
ERR3017387	0.071007741	1.374713039	2
ERR3016479	-0.160893691	1.210249047	2
ERR3016570	-0.250421902	1.238964902	2
ERR3019809	0.869312328	2.316515691	2
ERR3017187	0.653470663	2.137891939	2
ERR3017969	0.650872057	2.125772036	2
ERR3018421	0.372979693	1.83385489	2
ERR3016532	0.485462684	1.886339659	2
ERR3017295	-0.291133071	0.805431888	2
ERR3017248	0.882317317	1.622790009	2
ERR3016599	0.470230587	1.295103146	2
ERR3016515	0.353129342	0.99509253	2
ERR3016671	0.591526003	1.972284153	2
ERR3017189	0.435784191	1.607220641	2
ERR3019341	0.070564638	0.805656872	2
ERR3017700	0.477849156	1.830817766	2
ERR3017729	0.793420392	2.16019838	2
ERR3016832	0.383630004	1.213213016	2
ERR3017699	0.705268352	2.151118321	2
ERR3018212	-0.033395636	1.436937675	2
ERR3019934	-0.582399869	0.696773513	2
ERR3017368	0.281321875	1.31788172	2
ERR3018144	0.846626759	2.220547942	2
ERR3018736	0.535369134	1.85306978	2
ERR3018301	0.484036628	1.723094076	2
ERR3016696	0.426991749	1.306723073	2
ERR3017358	0.830970728	2.054823388	2
ERR3016494	0.060362922	0.420657617	2
ERR3016686	0.825724842	2.268821557	2
ERR3017311	0.445948005	1.569181613	2
ERR3016834	0.412710102	1.245284422	2
ERR3016854	0.816184785	1.634809747	2
ERR3017298	0.721446818	1.095714729	2
ERR3017513	0.305053157	1.766041099	2
ERR3016643	0.663407199	2.026180082	2
ERR3016669	0.753369135	1.979640419	2
ERR3016462	-0.036114735	1.200743113	2
ERR3016464	0.439251012	1.551170769	2
ERR3016477	0.752946792	2.138572885	2
ERR3016498	0.179702462	0.759868425	2
ERR3016534	0.493245129	1.386317616	2
ERR3016546	0.728626414	2.191175915	2
ERR3016550	0.626012487	1.552650385	2
ERR3016572	0.731980758	1.800026688	2
ERR3016581	0.712045547	2.11628586	2
ERR3016591	0.378690413	1.671930089	2
ERR3016614	-0.435599805	1.131712356	2
ERR3016621	0.477936469	1.003983201	2
ERR3016622	0.781507296	2.207639384	2
ERR3016638	-0.937637422	1.15381747	2
ERR3016641	0.779935292	2.118743756	2
ERR3016642	-0.471881929	0.731658104	2
ERR3016644	0.40136475	1.834736302	2
ERR3016645	0.846790688	2.250318084	2
ERR3016673	0.78626666	2.251996963	2
ERR3016689	0.767951004	2.230114238	2
ERR3016691	0.745979513	2.198410939	2
ERR3016693	0.810054005	2.189052456	2
ERR3016712	0.956594475	1.76155681	2
ERR3016739	0.614542158	2.070189909	2
ERR3016767	0.838600653	1.473027077	2
ERR3016782	0.787540242	2.248537945	2
ERR3016783	0.850453037	2.236964826	2
ERR3016784	0.377988797	1.889291541	2
ERR3016786	0.178665175	1.750251407	2
ERR3016790	0.563539652	1.773610723	2
ERR3016807	0.760347933	2.038831519	2
ERR3016808	0.695130151	2.134382724	2
ERR3016831	0.716953518	2.218527181	2
ERR3016850	0.737519306	2.22016416	2
ERR3016853	-0.263380573	1.171578323	2
ERR3016856	0.843514102	2.300103646	2
ERR3016857	0.697636179	1.379074731	2
ERR3016858	1.227904176	1.004265239	2
ERR3016873	0.972188274	0.948157604	2
ERR3016875	0.573340319	1.905457061	2
ERR3016878	0.804091934	2.26544868	2
ERR3016880	0.668855988	2.108528389	2
ERR3016895	0.771598009	2.242165342	2
ERR3016896	0.634836873	2.096755101	2
ERR3016899	-0.184925132	1.282984853	2
ERR3016900	0.035288495	1.119395215	2
ERR3016920	0.685141648	2.048349789	2
ERR3016944	0.822450041	1.705451983	2
ERR3016947	0.755014487	2.187726945	2
ERR3016967	0.510502743	1.965135003	2
ERR3017010	0.787143056	1.985113052	2
ERR3017012	0.436437512	1.375912734	2
ERR3017013	0.513389986	0.564606252	2
ERR3017016	0.032140941	1.164808667	2
ERR3017024	0.608416468	1.88228855	2
ERR3017031	0.833034999	1.43583441	2
ERR3017033	0.733349255	0.824073939	2
ERR3017035	-0.093666116	1.330850394	2
ERR3017051	0.652523147	2.107522326	2
ERR3017052	0.612747526	1.948775195	2
ERR3017068	0.671852865	2.145851291	2
ERR3017091	0.821423096	2.274800712	2
ERR3017094	-0.272679508	1.22318112	2
ERR3017098	0.945371514	1.139426523	2
ERR3017113	0.835356579	2.313876045	2
ERR3017114	0.807378562	2.281914405	2
ERR3017121	0.750759634	1.800482296	2
ERR3017135	0.877763155	2.339425782	2
ERR3017138	0.851266759	2.286882579	2
ERR3017144	0.76230699	1.445831283	2
ERR3017161	0.684869022	1.644586422	2
ERR3017162	0.749683342	1.156260474	2
ERR3017163	0.986183014	1.343042106	2
ERR3017166	0.75741241	2.123337643	2
ERR3017167	0.962384195	2.0592718	2
ERR3017185	0.870134863	1.677253529	2
ERR3017228	0.630022669	2.099271076	2
ERR3017235	0.879650378	2.342097267	2
ERR3017243	0.691107206	2.155493696	2
ERR3017244	1.218971013	1.059635686	2
ERR3017251	0.447619605	1.421537017	2
ERR3017261	0.960044927	1.825558878	2
ERR3017265	0.748972454	2.197837301	2
ERR3017268	0.884492235	2.341103673	2
ERR3017274	1.021809011	1.396212455	2
ERR3017287	0.844938028	2.17072263	2
ERR3017292	0.862971619	2.332160413	2
ERR3017297	1.005426375	1.325330451	2
ERR3017315	0.806322777	2.266168488	2
ERR3017316	0.791628567	2.242929592	2
ERR3017319	0.658399413	1.436572931	2
ERR3017322	0.594115442	1.444084933	2
ERR3017337	0.859638588	2.314401833	2
ERR3017338	0.474475173	1.932998654	2
ERR3017341	0.690183561	1.971214938	2
ERR3017343	1.892489432	0.072966756	2
ERR3017344	0.949134403	0.89505507	2
ERR3017345	0.679351538	1.549866816	2
ERR3017359	0.705571921	1.387307716	2
ERR3017361	0.909009771	2.151880288	2
ERR3017363	0.805257779	1.400989894	2
ERR3017381	0.679608736	2.15607583	2
ERR3017382	0.643247624	2.12659572	2
ERR3017385	0.850137089	2.303141079	2
ERR3017386	0.290073831	1.089571777	2
ERR3017405	-0.69469824	0.863539229	2
ERR3017414	0.397149422	1.649173853	2
ERR3017429	0.140532606	1.578176438	2
ERR3017434	-0.373390298	0.893678549	2
ERR3017453	-0.168756269	0.88294568	2
ERR3017455	-0.79384201	0.781642333	2
ERR3017470	0.861077269	2.326817067	2
ERR3017512	0.798859699	2.192476268	2
ERR3017701	0.831447658	2.266014661	2
ERR3017709	-0.627425771	0.874688216	2
ERR3017724	0.853869449	2.247608472	2
ERR3017736	0.102802638	1.755983447	2
ERR3017770	-0.690294169	0.847850788	2
ERR3017826	0.258249864	1.830442489	2
ERR3017837	-0.078310172	1.453411291	2
ERR3017840	0.410061213	1.880707795	2
ERR3017843	1.003509068	1.480362439	2
ERR3017845	0.054786076	1.632922359	2
ERR3017851	-0.52079093	1.184758955	2
ERR3017890	0.567114984	1.875079652	2
ERR3017893	0.660184341	2.186563987	2
ERR3017896	0.529172395	1.768799775	2
ERR3017902	0.186480665	1.661725975	2
ERR3017940	0.788095436	2.274790334	2
ERR3017943	0.581479964	1.943828577	2
ERR3017944	0.680958399	2.009720762	2
ERR3017946	0.306986966	1.846674103	2
ERR3017978	0.333912547	1.818852	2
ERR3017979	0.412595654	1.900869189	2
ERR3017983	0.714471424	2.140558115	2
ERR3018018	0.869454521	2.144070639	2
ERR3018031	0.713214008	1.945437959	2
ERR3018141	0.11484327	1.45552677	2
ERR3018142	0.844388844	1.400816695	2
ERR3018179	0.677567873	2.123022966	2
ERR3018190	0.600912473	2.0725025	2
ERR3018194	0.516593899	1.981049927	2
ERR3018195	0.227961712	1.401066195	2
ERR3018196	-0.208963021	1.323158772	2
ERR3018197	0.2079379	1.71120685	2
ERR3018220	0.119780564	1.459193528	2
ERR3018230	0.588437531	2.069453487	2
ERR3018241	0.807673573	1.787993854	2
ERR3018243	-0.589804862	0.960999552	2
ERR3018246	0.307756654	1.842147571	2
ERR3018276	0.802204723	2.229045127	2
ERR3018287	0.885702228	2.36062962	2
ERR3018297	-0.035213123	1.418926868	2
ERR3018407	-0.169924197	1.361291058	2
ERR3018413	0.718876053	1.979266564	2
ERR3018459	0.493408254	1.987170146	2
ERR3018518	0.805687097	2.253728126	2
ERR3018529	0.772726634	2.141803977	2
ERR3018549	0.103070364	1.471640508	2
ERR3018562	0.03469902	1.556047043	2
ERR3018564	0.2869749	1.8128855	2
ERR3018567	0.260415048	1.566304123	2
ERR3018568	0.771194801	1.679516282	2
ERR3018576	0.812773848	2.270451242	2
ERR3018597	-0.509357376	0.687384375	2
ERR3018626	0.256923988	1.301375374	2
ERR3018674	0.681316974	2.104580196	2
ERR3018687	-0.271925967	0.713943473	2
ERR3018698	0.385925542	1.857050464	2
ERR3018732	-0.263505917	1.243179642	2
ERR3018746	0.47273965	1.844645711	2
ERR3018785	0.799096548	2.271602047	2
ERR3018788	0.672415997	2.167604633	2
ERR3018789	0.797358302	2.242388689	2
ERR3018791	-0.2058702	1.275412427	2
ERR3018811	-0.118767114	1.500533212	2
ERR3018822	0.351577045	1.670505034	2
ERR3018850	0.255520916	1.68177696	2
ERR3018859	-0.584859826	0.564597737	2
ERR3018902	0.524337404	2.015367297	2
ERR3018905	0.708347545	2.197027843	2
ERR3019051	-0.003215372	1.511924666	2
ERR3019133	0.700874899	2.141050867	2
ERR3019134	0.206606925	1.649816367	2
ERR3019203	0.781894219	2.246097774	2
ERR3019212	-0.149667612	1.372929874	2
ERR3019254	0.861507359	2.286756296	2
ERR3019257	0.638603956	2.111991761	2
ERR3019303	0.7607817	2.235271892	2
ERR3019313	0.619758506	2.132488127	2
ERR3019334	0.589842548	1.822724281	2
ERR3019337	0.091473424	1.648581735	2
ERR3019338	0.500791593	1.990957905	2
ERR3019339	0.578037739	2.048971492	2
ERR3019349	0.653789229	2.099618044	2
ERR3019359	0.722708988	2.18886514	2
ERR3019369	-0.149767519	2.610163829	2
ERR3019393	0.732699129	2.181273956	2
ERR3019396	0.076154183	1.621819002	2
ERR3019399	0.264635066	1.654954082	2
ERR3019451	-0.075141213	1.399527132	2
ERR3019454	-0.810218101	0.669793486	2
ERR3019508	0.139113824	1.650098707	2
ERR3019526	-0.227208452	1.229431759	2
ERR3019536	0.513110348	1.995160482	2
ERR3019547	0.205073447	1.712008862	2
ERR3019592	0.468139005	1.929069016	2
ERR3019617	-0.553281341	0.950336331	2
ERR3019647	0.815377203	2.270258064	2
ERR3019742	0.383028748	1.81330987	2
ERR3019753	0.820229528	2.283682344	2
ERR3019782	-0.031445684	1.512744195	2
ERR3019820	0.702146191	2.15658926	2
ERR3019951	0.385344913	2.485745778	2
ERR3019961	-0.831794211	0.744953696	2
ERR3016665	0.81032505	2.245220181	2
ERR3016991	0.355475044	1.336021644	2
ERR3017247	0.264314633	1.76350546	2
ERR3017269	0.88556082	2.342005826	2
ERR3017271	1.142764785	1.311002742	2
ERR3017339	0.369781992	1.719168347	2
ERR3017352	0.851732585	1.247281876	2
