CS1	CS2	group
SRR7056781	1.786875349	-1.196793101	3
SRR7054006	1.338364108	-0.55554778	3
SRR7039327	1.908088675	-1.829245944	3
SRR7046426	1.355464916	-1.319138118	3
SRR7056685	1.385435371	-1.034327855	3
SRR7058768	1.719668557	-0.857881224	3
SRR7046255	1.306180825	-0.777192028	3
SRR7054010	1.290270929	-0.76428411	3
SRR7058821	0.704413248	-1.245582926	3
SRR7058798	2.048637999	-1.432170855	3
SRR7056009	1.062838113	-1.396298789	3
SRR7058808	1.514234891	-1.463991257	3
SRR7058875	1.837561379	-0.843163312	3
SRR7058799	1.754278705	-1.436089271	3
SRR7055975	1.775216674	-1.858105116	3
SRR7056713	1.65880044	-1.6910868	3
SRR7056015	1.853036902	-1.337993532	3
SRR7041393	0.650002716	-0.433300829	3
SRR7039435	1.405879695	-1.533654871	3
SRR7039520	1.004602663	-1.555221975	3
SRR7056731	1.211482401	-1.16635238	3
SRR7054426	2.108059845	-1.700184579	3
SRR7056827	1.496971241	-0.648910676	3
SRR7053970	1.145288268	0.026703699	3
SRR7058819	1.874268836	-1.267563599	3
SRR7048035	1.113287199	-1.695142821	3
SRR7056627	1.486538732	-0.469944846	3
SRR7058872	0.430155878	-0.249624525	3
SRR7056675	1.510736362	-0.731597369	3
SRR7055934	1.107045948	-0.895186755	3
SRR7055833	1.661770075	-1.31675613	3
SRR7039341	1.906623706	-1.829005184	3
SRR7056695	1.46485193	-0.622462746	3
SRR7039302	2.173018445	-2.022402139	3
SRR7039489	1.998815532	-1.919457976	3
SRR7056671	1.179656057	-0.763598515	3
SRR7054386	1.365747328	-1.274963858	3
SRR7056653	1.570301473	-1.292827921	3
SRR7058770	2.077510128	-1.432486775	3
SRR7058777	1.797483042	-0.888226682	3
SRR7058848	1.534739714	-0.43256343	3
SRR7048086	1.549359716	-0.128189421	3
SRR7056016	1.345736823	-0.968738713	3
SRR7048115	1.700486268	-0.348464367	3
SRR7048129	2.322390789	-1.983369583	3
SRR7056841	1.232913547	-0.545754943	3
SRR7048146	1.773362952	-0.373643873	3
SRR7056747	1.835867867	-1.720481863	3
SRR7039301	1.765174306	-1.708068686	3
SRR7041422	1.231162405	-1.139416284	3
SRR7048195	2.540204175	-2.058975671	3
SRR7046239	0.618972369	-0.403218059	3
SRR7046290	1.310368205	-0.909983475	3
SRR7048194	2.138316884	-1.035597571	3
SRR7058890	1.9068464	-1.240243823	3
SRR7046360	1.652756034	-0.472021875	3
SRR7039342	2.09805131	-1.905544415	3
SRR7056786	1.638276486	-1.496309803	3
SRR7056665	1.383929797	-0.977223146	3
SRR7053753	1.295435289	-0.903435797	3
SRR7058733	0.020949224	-0.835267424	3
SRR7048116	1.913511603	-0.577307207	3
SRR7055873	0.849581893	-1.276369305	3
SRR7056842	1.592577139	-1.514801363	3
SRR7048162	1.947622895	-1.990956509	3
SRR7048071	1.125690096	0.336673969	3
SRR7053697	0.450860692	-1.294420744	3
SRR7055970	1.292741311	-1.447173716	3
SRR7056823	0.528060636	0.09316836	3
SRR7055902	1.325926754	-0.926924235	3
SRR7056742	1.563265674	-1.60091753	3
SRR7056708	1.72520457	-1.660664922	3
SRR7058794	1.515404058	-0.376092557	3
SRR7058775	0.345627782	-2.086895868	3
SRR7048043	0.662683079	0.221387954	3
SRR7039507	2.117949967	-1.921908307	3
SRR7053667	1.199134529	-0.866843532	3
SRR7058835	1.334309877	-1.017859635	3
SRR7056810	1.90742552	-1.792282911	3
SRR7048088	2.33027331	-2.310643691	3
SRR7055954	1.818381338	-1.726199036	3
SRR7046294	1.118518144	-0.618409646	3
SRR7055967	1.627922506	-1.614598069	3
SRR7046289	1.582677958	-1.14644144	3
SRR7047989	2.468277701	-2.312496076	3
SRR7048036	1.885116555	-1.970167181	3
SRR7048100	2.116939392	-1.886843958	3
SRR7048105	2.384827111	-2.155664053	3
SRR7048173	2.600175322	-2.564747483	3
SRR7056831	1.499162251	-0.798322923	3
SRR7046464	1.554530513	-0.783559038	3
SRR7048022	2.651310484	-2.489058389	3
SRR7048024	2.598452541	-2.553667361	3
SRR7048155	2.257474359	-2.412603679	3
SRR7048156	1.982446969	-2.047700213	3
SRR7054404	0.700446495	-0.858284023	3
SRR7048134	2.565156594	-2.358407194	3
SRR7053758	0.481553826	-1.339597525	3
SRR7039298	1.847408135	-1.829599953	3
SRR7058717	1.491178183	-2.032535767	3
SRR7048174	1.768728032	-0.604512755	3
SRR7039365	1.664661851	-1.709316478	3
SRR7048193	2.51328608	-2.616851954	3
SRR7039314	2.211817161	-1.942413027	3
SRR7039347	2.055150302	-1.88365248	3
SRR7039373	1.050230558	-1.537181025	3
SRR7039442	2.032006138	-1.874497587	3
SRR7039477	0.837224933	-1.46102135	3
SRR7039521	1.907235929	-1.821952758	3
SRR7058818	1.629646572	-1.752341571	3
SRR7058904	2.015681245	-1.819082993	3
SRR7039367	2.063999026	-1.93655489	3
SRR7039383	2.147892068	-1.940576983	3
SRR7039437	2.227661067	-1.951286219	3
SRR7039455	1.308114401	-1.70225527	3
SRR7039493	0.907616166	-1.484084529	3
SRR7039517	1.169573859	-1.60536604	3
SRR7055879	1.797887927	-1.647230333	3
SRR7055958	1.597133115	-1.390089535	3
SRR7056012	1.272876096	-0.876956611	3
SRR7039325	0.6979291	-1.403345268	3
SRR7039405	1.847334688	-1.784986656	3
SRR7039496	0.692572515	-1.416993773	3
SRR7041486	0.430263538	-0.577475479	3
SRR7058810	1.906695245	-1.54169627	3
SRR7047967	2.971617198	-2.566030955	3
SRR7048199	2.955086202	-2.674657049	3
SRR7053670	0.482482667	-1.348744543	3
SRR7053719	2.028030604	-2.046538034	3
SRR7048006	1.817350898	-1.953442383	3
SRR7053724	0.791892467	-1.472289007	3
SRR7053759	0.763519105	-1.512883606	3
SRR7054018	0.856942406	-0.560272372	3
SRR7054023	1.285291878	-1.077265654	3
SRR7058864	1.685891741	-1.261670394	3
SRR7039313	0.154073964	-1.216920737	3
SRR7039369	1.11592928	-1.56142233	3
SRR7039425	1.282812838	-1.613072047	3
SRR7039483	1.43767141	-1.740513915	3
SRR7039485	0.336544084	-1.288834167	3
SRR7039506	2.179720318	-1.933035759	3
SRR7048128	2.515102464	-2.425531051	3
SRR7053668	0.466587391	-1.422962028	3
SRR7054076	0.859659932	-0.783164939	3
SRR7039386	2.064485276	-1.880921438	3
SRR7039519	2.096487306	-1.967275731	3
SRR7056834	1.671828489	-0.884084972	3
SRR7058789	1.934452613	-1.14409637	3
SRR7039407	0.519423664	-1.344880197	3
SRR7058816	1.258156133	-1.31431002	3
SRR7039486	0.037013723	-1.220536056	3
SRR7056773	1.925807307	-1.299905574	3
SRR7048025	2.777570243	-2.514622642	3
SRR7048198	2.659908138	-2.626803636	3
SRR7039433	2.139752282	-1.91380239	3
SRR7055928	0.94140286	-0.809186658	3
SRR7048021	2.755554948	-2.604495367	3
SRR7054379	1.487820277	-1.129488738	3
SRR7055830	1.588845584	-1.531393467	3
SRR7058800	1.967342682	-1.508406576	3
SRR7039329	0.917349032	-1.489156568	3
SRR7039380	2.188682621	-1.905629729	3
SRR7048034	2.270824414	-2.270916123	3
SRR7047969	2.438665397	-2.372837048	3
SRR7054394	1.478367461	-1.515578359	3
SRR7054239	2.037082391	-1.503519079	3
SRR7039395	2.191129903	-1.964637921	3
SRR7039516	0.13090996	-1.231901939	3
SRR7039361	1.824693491	-1.781771237	3
SRR7058787	1.937035846	-1.41437161	3
SRR7056725	0.880807851	-1.255052429	3
SRR7047962	2.345187411	-2.301469221	3
SRR7058884	1.531126591	-1.632917604	3
SRR7039447	1.330856806	-1.634485567	3
SRR7046240	1.748539093	-0.91827421	3
SRR7056768	1.845216391	-1.672809507	3
SRR7054307	1.310030377	-1.184994946	3
SRR7055947	1.183139603	-1.253123191	3
SRR7056637	1.390130066	-1.430265222	3
SRR7054052	-0.058312156	-1.206759211	3
SRR7055973	1.959347315	-2.072538366	3
SRR7039379	2.256954481	-1.970799668	3
SRR7055987	1.778478535	-1.370939187	3
SRR7039400	2.07474259	-1.944663053	3
SRR7044529	1.819507967	-1.84119103	3
SRR7044414	2.088252144	-2.020243798	3
SRR7046245	0.521829313	-0.529504262	3
SRR7039285	0.478474038	-1.337795856	3
SRR7039508	0.113207545	-1.187579994	3
SRR7046383	1.905130962	-1.223931976	3
SRR7039320	0.356304808	-1.289002621	3
SRR7056776	1.777436133	-1.437774511	3
SRR7039389	2.308705616	-1.977415242	3
SRR7039378	0.492166515	-1.351529395	3
SRR7056021	1.926984291	-1.799385299	3
SRR7056690	1.723276022	-1.28439608	3
SRR7056760	1.51202976	-1.708185022	3
SRR7039307	1.687054842	-1.865137029	3
SRR7039488	2.241238292	-1.950062019	3
SRR7039498	0.297681907	-1.264850389	3
SRR7039324	-0.007759723	-1.163391179	3
SRR7044411	1.983457077	-1.894720508	3
SRR7056756	1.439804375	-0.985257758	3
SRR7058826	1.796017442	-1.049683379	3
SRR7039317	1.027984656	-1.529459229	3
SRR7039331	0.412174426	-1.313271736	3
SRR7039462	0.313972532	-1.267796717	3
SRR7039495	0.349337934	-1.300463949	3
SRR7039501	0.305335861	-1.283783501	3
SRR7046244	0.278200398	-1.111432204	3
SRR7046417	1.561809411	-1.39351074	3
SRR2726211	0.091032715	-1.80705599	3
SRR2726189	-1.681167694	-1.888819933	3
SRR2726162	-0.696550412	-1.661647539	3
SRR2726228	-0.452029728	-1.332908747	3
SRR2726193	-0.552747601	-2.108306535	3
SRR2726149	-0.719040708	-2.000453013	3
SRR2726173	0.002284955	-1.773112234	3
SRR7217497	-0.175988027	-0.048543885	3
SRR7217500	-0.350477749	-0.431522834	3
SRR7217501	0.440035065	-0.133576142	3
SRR7217502	0.325712636	-0.269966815	3
SRR7217504	-0.337996478	-0.523447469	3
SRR7217510	0.187630421	-0.019656007	3
SRR7217531	-0.467247991	-0.04456661	3
SRR7217540	1.426400795	-1.722790037	3
SRR7217545	0.320155506	-1.200554967	3
SRR7217574	1.203750721	-0.648734319	3
SRR7217610	1.110481482	-1.354859584	3
SRR7217623	1.144145636	-1.416593526	3
SRR7217635	-0.06797745	-0.365557763	3
SRR7217636	-0.150799992	-0.463485227	3
SRR7217642	1.033047697	-1.500618072	3
SRR7217643	0.35162478	-0.382651255	3
SRR7217644	0.98989094	-2.142797114	3
SRR7217708	0.91095362	-0.240051832	3
SRR7217731	0.579485893	-0.002057864	3
SRR7217732	0.619244212	-0.229601072	3
SRR7217764	0.590708505	-1.026794443	3
SRR7217787	0.129361754	0.34254916	3
SRR7217794	0.922028189	0.464685989	3
SRR7217798	-0.63114927	-0.647854434	3
SRR7217819	1.039954114	0.538949747	3
SRR7217867	0.167945746	0.043891611	3
SRR7217871	0.759956534	-0.725690396	3
SRR7217895	-0.13108939	0.176606037	3
SRR7217915	0.296645041	0.916540687	3
SRR9865414	0.47367938	0.150447941	3
SRR9865415	0.16808069	0.025709398	3
SRR9865416	0.540609672	-0.184408449	3
SRR9865471	0.762325513	0.309112246	3
SRR9865472	-0.362737249	0.154065513	3
SRR9865476	-0.015962242	-1.259789994	3
SRR9865479	-0.091251266	-1.014894385	3
SRR9865504	-0.674597026	-0.622594382	3
SRR9865537	0.190544897	-0.932522709	3
SRR9865539	0.448220987	-1.351611827	3
SRR9865540	0.469304047	-1.27034469	3
SRR9865566	-0.477257086	-1.064530811	3
SRR9865580	0.897561693	-1.616900998	3
SRR9865581	0.537653539	-1.972842041	3
SRR9865582	0.382005284	-1.394831887	3
SRR9865587	0.535437038	-1.01875248	3
SRR9865588	0.276955886	-0.965624412	3
SRR9865596	0.112146095	-0.706790278	3
SRR9865598	-0.004844013	-0.245388927	3
SRR9865599	-0.544580669	0.04815593	3
SRR9865600	0.399989745	-0.140324181	3
SRR9865607	0.597927743	-1.343907378	3
SRR9865642	1.441965829	-1.312136375	3
SRR9865650	1.024500965	-1.296102834	3
SRR9865658	0.063391948	-0.879795952	3
SRR9865663	0.869820765	0.579872411	3
SRR9865675	1.279535198	-0.584169004	3
SRR9865678	-0.064744215	-0.764742389	3
SRR9865726	0.462879051	-0.849935001	3
SRR9865743	1.162722089	-1.539846232	3
SRR9865744	1.847794532	-1.812469007	3
SRR9865758	0.207419837	0.337896552	3
SRR9865762	-0.004014251	-0.534437578	3
SRR9865763	0.648055453	-0.964528018	3
SRR9865779	-0.390405657	0.151322333	3
SRR9865793	-0.039141918	-0.41660867	3
SRR9865805	-1.064107347	-0.768215101	3
SRR9865810	0.226955161	-0.786661179	3
SRR9865811	0.740701011	-0.591768464	3
SRR9865812	0.356865981	-0.479902332	3
SRR9865820	0.517824851	-1.498171941	3
SRR9865823	0.162923002	-0.190261624	3
SRR9865827	1.086468436	-1.447281501	3
SRR9865841	1.219312002	-1.422308721	3
DRR174566	2.243394474	-1.968399566	3
DRR174567	2.185903237	-1.928003406	3
DRR174562	1.275973163	0.421944128	3
DRR174357	1.560268757	-0.027087012	3
DRR174377	2.088349301	-1.867659395	3
SRX213717	-0.645818791	-0.765207378	3
SRX336820	1.253341599	-1.61201258	3
SRX336773	0.518147607	-1.37864211	3
SRX336789	1.204464429	-1.600506888	3
SRX336909	2.144491259	-1.921510355	3
SRX336935	1.970596642	-1.880519857	3
SRX337058	2.271459773	-1.96555301	3
SRX214712	2.2817443	-2.769618357	3
SRX336831	1.890053222	-1.950107796	3
SRX336995	1.610025342	-1.780924591	3
SRX337017	2.061987958	-1.883014348	3
SRX337033	1.403673274	-1.787967004	3
SRX336987	0.437585032	-1.345235394	3
SRX214645	-0.172507684	-1.229036263	3
SRX337034	-0.114589613	-1.198695171	3
SRX389859	0.71304412	-1.448391791	3
SRX389944	2.249288741	-1.959055943	3
SRX389991	2.235718114	-1.9549734	3
SRX336951	0.239508464	-0.879630274	3
SRX214683	2.202708643	-1.946604891	3
SRX336762	-0.909954914	-1.78073608	3
SRX389880	1.066392722	-1.687195596	3
SRX390012	1.124226753	-1.713409407	3
SRX218329	-1.188428711	-1.430524387	3
SRX214647	0.253155652	-1.620824281	3
SRX213716	0.83840746	-1.282005557	3
SRX216950	0.393691748	-1.458993318	3
SRX201031	0.68518176	-1.4521874	3
SRX201471	2.323134889	-1.985424861	3
SRX336751	0.964922838	-1.508334829	3
SRX214713	0.657248089	-1.300687195	3
SRX201481	2.329582953	-1.98833676	3
SRX336836	2.323911913	-1.985566911	3
SRX201361	2.315618813	-1.982684689	3
SRX201570	0.867488417	-1.457665041	3
SRX200112	2.330946456	-1.9887187	3
SRR7938901	1.705332698	-1.230398799	3
SRR7938871	0.227339329	-0.301952585	3
SRR7938887	1.433925099	-0.086442789	3
SRR7938872	1.069784644	-1.156658017	3
SRR7829812	1.53487064	-0.861417919	3
SRR7829840	-0.245408586	-0.881565361	3
SRR7829853	0.414084734	-1.229525552	3
SRR7938897	0.632092694	-0.852494729	3
SRR7938899	0.518098324	-0.750658412	3
SRR7829809	1.300186831	-1.416378591	3
SRR7829738	-0.175548928	-1.125135648	3
SRR7938886	1.056073875	0.497417528	3
SRR7829832	2.257675539	-1.945871354	3
SRS863272	1.73466723	-1.85658644	3
SRS863271	1.321122461	-1.39863862	3
DRR051558	0.58606857	-1.389930787	3
DRR051561	1.032078384	-1.356140565	3
DRR051524	0.972100686	-1.514388807	3
DRR051566	0.504118664	-1.325831792	3
DRR051567	-0.079476324	-1.05926026	3
DRR051560	0.952480431	-1.342127684	3
DRR051574	0.914963274	0.384780265	3
DRR051559	0.279692637	-1.062389543	3
DRR051568	0.655763962	0.108778432	3
DRR051569	0.224132698	-0.556607244	3
DRR051525	-0.07939001	-0.981990826	3
DRR051578	-0.453841806	-0.939989986	3
Nat0004mec	-0.014415549	-0.230997234	3
Nat0016mec	-0.36774251	-0.686728749	3
Six0013A	-0.127753715	-0.004526339	3
Six0029A	0.23662526	0.315075376	3
Six0065B	0.965153469	0.322943478	3
Six0076B	1.558656973	-1.458137567	3
Six0076mec	1.646589136	-1.497765733	3
Six0080B	0.373615972	0.302379499	3
Six0080mec	0.425390804	0.24295085	3
SRR5575480	-1.58044403	-0.200380294	1
SRR5575552	-1.587777144	-0.187847752	1
SRR5575636	-0.007121021	-1.191760539	1
SRR5575626	-2.632758221	-0.912882996	1
SRR5575554	-1.267370187	-0.140312945	1
SRR5575624	-0.354454964	-0.051058201	1
SRR5575630	-4.46410218	-2.384221767	1
SRR5575448	-0.732618938	-0.101849441	1
SRR5575510	-1.269900634	-0.477705768	1
SRR5575595	-1.966883788	-0.720435404	1
SRR5575477	-2.188516888	-0.41824707	1
SRR5575479	-1.463637415	0.014472625	1
SRR5575403	-1.052631994	0.002674046	1
SRR5575475	-2.226916659	-0.670490362	1
SRR5575550	-1.720343805	-0.441328619	1
SRR5575553	-1.898298045	-0.412278686	1
SRR5575555	-1.847292284	-0.509416331	1
SRR5575556	-1.795961301	-0.588053112	1
SRR5575557	-1.76113997	-0.575351644	1
SRR5575558	-1.673349905	-0.350239826	1
SRR5575631	-1.724199256	-0.524775151	1
SRR5575551	-2.044989457	-0.533299595	1
SRR5575589	-1.478769242	-0.025852328	1
SRR5575549	-1.476915374	-0.991451796	1
SRR5575623	-1.457063132	-0.733174363	1
SRR5575596	-1.829072975	-0.499978285	1
SRR5575442	-0.282514221	-0.671052324	1
SRR5575478	-1.655174554	-0.205274285	1
SRR5575406	-1.567666099	-0.5796255	1
SRR5575476	-1.708150828	-0.315032076	1
SRR5575651	-1.599878665	0.106737017	1
SRR5575504	-1.127672088	0.377889178	1
SRR5575474	-1.515893207	-0.439096792	1
SRR5575473	-2.553954214	0.074600657	1
Twins.2B	-1.643729538	-0.403798148	1
Twins.4B	-2.610530159	-0.881055638	1
Twins.5B	-1.294736982	-0.003452517	1
ERR3019841	-0.847355794	0.695253328	1
ERR3019628	-2.387647079	-0.702404806	1
ERR3017143	0.376818629	-1.462531519	1
ERR3017365	-1.433232594	-0.081991324	1
ERR3018634	-1.24881138	-0.4020179	1
ERR3016463	-1.500459379	-0.132361605	1
ERR3017272	-0.860005545	-0.855364743	1
ERR3016496	-1.38990166	-0.283570064	1
ERR3017074	-1.294447025	-0.830161668	1
ERR3017294	-1.30401965	-0.542491331	1
ERR3018412	-0.853527437	0.506334423	1
ERR3016551	-0.560586691	-0.04334977	1
ERR3017517	0.10908409	-0.794271392	1
ERR3016491	-1.086611007	0.331449617	1
ERR3016492	-1.627419596	-0.26569061	1
ERR3016508	-1.517744736	-0.601066404	1
ERR3016514	-1.599020388	-0.524537256	1
ERR3016527	-1.189367315	-0.571300963	1
ERR3016564	-0.993236187	0.421879253	1
ERR3016620	-1.565624763	-0.661825336	1
ERR3016781	-1.327886726	0.358970268	1
ERR3016969	-1.342074076	0.161990322	1
ERR3017015	0.04474094	-0.231005382	1
ERR3017073	-1.217498179	-0.717842073	1
ERR3017205	-1.710058477	0.141750175	1
ERR3017206	-1.277695225	0.308406283	1
ERR3017245	-2.172477774	-0.511959742	1
ERR3017384	-2.052354787	-0.446695177	1
ERR3017391	-1.285549284	0.255492009	1
ERR3017399	-1.189849151	-0.365397738	1
ERR3017409	-1.463350886	-0.419113856	1
ERR3017516	-0.801548602	-0.20354475	1
ERR3017744	-1.225051948	0.077665933	1
ERR3017752	-0.986924573	0.4103879	1
ERR3017781	-0.343934193	1.320676935	1
ERR3017815	-0.921910539	-0.316394582	1
ERR3017947	-0.976902156	0.590529715	1
ERR3017980	-1.031003415	0.536132972	1
ERR3018033	-2.462569769	-0.219735456	1
ERR3018644	-1.971679698	-0.742272285	1
ERR3018906	-1.908004708	-0.331756986	1
ERR3018941	-1.711607348	0.043524461	1
ERR3019031	-1.113938333	0.461488553	1
ERR3019618	-0.875994667	0.696738847	1
ERR3019943	-2.400795178	-0.647186661	1
ERR3018204	-1.31190543	0.170499834	1
ERR3019790	-1.39785465	-0.498652609	1
ERR3016813	-0.62677751	0.105672205	1
ERR3017389	-1.429488825	0.960767588	1
ERR3016490	-1.352421802	-0.741338449	1
ERR3016446	-0.400460566	-0.826111354	1
ERR3016569	-0.331345714	-0.267189603	1
ERR3017318	-1.204610379	-0.327692477	1
ERR3017410	-1.312050971	0.567423797	1
ERR3017412	-0.511882165	-0.628654937	1
ERR3018675	-0.601747583	0.642766242	1
ERR3019256	-1.73729006	-0.146396124	1
ERR3019831	-0.636609977	0.950359237	1
ERR3017390	-1.404094396	-0.593239607	1
ERR3016497	-0.567264315	-0.485079808	1
ERR3016721	-0.478962821	-0.176978571	1
ERR3017760	-1.238368191	0.383925499	1
ERR3019032	-1.222497091	0.334237009	1
ERR3019075	-1.094319795	0.49925412	1
ERR3019076	-0.876363607	0.722115939	1
ERR3019111	-1.958213985	-0.523540438	1
ERR3016480	-0.353972203	-0.085678635	1
ERR3016516	0.228094331	-0.467433293	1
ERR3016568	-0.814693198	-0.494322808	1
ERR3016565	-0.379563944	0.00444555	1
ERR3017293	-0.937697584	-0.555798559	1
ERR3018849	-1.923353897	-0.353739681	1
ERR3017952	-2.861388826	-0.500027697	1
ERR3019613	-0.745209316	1.215854404	1
ERR3016511	-0.84816787	0.0175901	1
ERR3016789	-1.24313127	0.369460884	1
ERR3019019	-1.250665399	0.359279418	1
ERR3019033	-1.174771091	0.428514501	1
ERR3019563	-0.366623478	1.203979459	1
ERR3019722	-1.129653295	0.461929322	1
ERR3017227	-1.556400445	-0.42957477	1
ERR3016513	-1.277056811	-0.429440907	1
ERR3017186	-1.20797911	-0.458331854	1
ERR3019482	-1.174831051	-0.705079482	1
ERR3019465	-1.271491795	-0.201342103	1
ERR3017471	-1.251220445	-0.425086846	1
SRR7546837	-1.391703656	0.095484889	1
SRR7547063	-0.662623113	-0.148495481	1
SRR7546443	-2.102503786	-0.253944543	1
SRR7546527	-1.389741492	-0.729075034	1
SRR7546225	-1.132438835	0.073705558	1
SRR7546309	-1.18817095	-0.389460374	1
SRR7546610	-1.356968069	0.16878779	1
SRR7546069	-1.483352564	-0.118314266	1
SRR7546218	-1.801093014	-0.266735345	1
SRR7546230	-1.102213549	-0.321411076	1
SRR7546231	-1.123607752	-0.422139998	1
SRR7546240	-2.076533419	-0.579218277	1
SRR7546273	-1.073728718	0.074481307	1
SRR7546361	-1.681684659	-0.310712966	1
SRR7546366	-1.754268474	-0.926759985	1
SRR7546374	-1.230089804	-1.089349522	1
SRR7546431	-1.994382547	-0.581632171	1
SRR7546491	-1.686953684	-0.308145473	1
SRR7546495	-1.246145314	0.024344048	1
SRR7546529	-1.758621003	-0.52787384	1
SRR7546568	-2.326689174	-0.814913	1
SRR7546658	-1.542822979	-0.796856853	1
SRR7546699	-1.53189864	-0.26245816	1
SRR7546702	-1.406006652	-0.271323716	1
SRR7546711	-1.337520162	-0.058823521	1
SRR7546740	-1.985406711	-0.445981098	1
SRR7546772	-1.161059707	-0.016362636	1
SRR7546778	-1.847025975	-0.470557682	1
SRR7546783	-1.65955419	-0.06785525	1
SRR7546833	-1.834763084	-0.11503184	1
SRR7546847	-1.575754758	-0.219866878	1
SRR7546848	-1.745147307	-0.171793803	1
SRR7546852	-0.694517257	0.582566588	1
SRR7546873	-1.275928542	-0.673438863	1
SRR7546909	-1.554173024	-0.336119253	1
SRR7546913	-0.88672784	0.730318888	1
SRR7546915	-1.055899193	0.080905013	1
SRR7546920	-2.342490925	-0.263018284	1
SRR7546932	-1.733237103	-0.416020288	1
SRR7546978	-1.505370697	-0.671305634	1
SRR7546985	-1.188004589	-0.537900522	1
SRR7546987	-2.237730547	-0.303470172	1
SRR7546988	0.282064101	-0.121373095	1
SRR7547002	-1.680979184	-0.382040959	1
SRR7547132	-1.76611104	-0.381965706	1
SRR7547156	-1.179481639	-0.346791048	1
SRR7546241	-1.728501106	-0.354189342	1
SRR7546630	-1.197516991	-0.387743648	1
SRR7546856	-1.104138185	-0.083845718	1
SRR7546929	-1.152366682	-0.678858311	1
SRR7546323	-1.533786142	-0.349325791	1
SRR7546324	-1.321374125	0.197887634	1
SRR7546618	-1.359694497	-0.165599932	1
SRR7546733	-1.223632573	-0.301480995	1
SRR7547155	-1.285122737	-0.303717514	1
SRR7547065	-0.156332503	-0.121293836	1
SRR7546709	-1.606121627	-0.05738084	1
SRR7546209	-1.689325501	-0.25825434	1
SRR7546320	-1.426015678	-0.67829603	1
SRR7546547	-2.176519874	-0.717836146	1
SRR7546612	-0.950427109	-0.060802234	1
SRR7546206	-1.268300971	-0.37719529	1
SRR7546439	-1.883735506	-0.562827793	1
SRR7546348	-2.082780256	-0.557175109	1
SRR7546634	-1.497776002	-0.287054114	1
SRR7546357	-1.519362326	-0.143895516	1
SRR7546567	-1.90595272	-0.357174961	1
SRR7546829	-0.122893223	-0.745835768	1
SRR7546535	0.048061097	-0.34500663	1
SRR7546730	0.524891464	-0.723405833	1
SRR7546821	-0.410470689	-0.417620624	1
SRR7547070	-0.056919841	-1.567795118	1
SRR7546661	-0.620977557	-0.86736087	1
SRR7546893	-0.317398272	0.082992791	1
SRR7546583	0.526314514	0.833093728	1
SRR7546580	0.381695323	0.805554118	1
SRR7546651	-0.423108511	0.323298794	1
SRR7546746	-0.410328559	-0.601055631	1
SRR7546831	0.056180756	-0.242749319	1
SRR7546965	-0.046500478	-1.04254136	1
SRR7547187	-0.398183221	0.109988859	1
SRR7546898	-0.473774145	-0.44228788	1
SRR7546761	-0.601709372	-0.340838147	1
SRR7546488	-0.979282108	-0.388667234	1
SRR7547094	-1.176565126	0.003436841	1
SRR7547175	-0.985541575	-0.001671569	1
SRR7546648	-2.596117576	-0.591706495	1
SRR7546737	-1.361257371	-0.119070601	1
SRR7547105	-0.311254379	0.119166229	1
SRR7546205	-1.358081888	0.212352006	1
SRR7546354	-0.428173211	-0.457317963	1
SRR7546486	-1.878405173	-0.39968155	1
SRR7546492	-1.529408978	-0.379017803	1
SRR7546570	-1.517751347	-0.03977481	1
SRR7546751	0.058981727	-0.73156881	1
SRR7546931	-1.169204965	-0.767646676	1
SRR7546984	-1.888978228	-0.509522463	1
SRR7547061	-0.710082945	0.938023961	1
SRR7547068	-1.097589354	-0.660813941	1
SRR7547150	-1.333897738	0.275963384	1
SRR7546556	-1.846817684	-0.604258788	1
SRR7546889	-0.910935123	-0.014663511	1
SRR7546863	-1.253163162	-0.688576211	1
SRR7546440	-0.821966541	-0.528866981	1
SRR7546585	-1.327694214	-0.056111379	1
SRR7546826	0.002166419	0.029976691	1
SRR7546990	-1.821594869	-0.346492442	1
SRR7547154	-1.195930189	0.216152119	1
SRR7545978	-2.614040516	-0.369947795	1
SRR7546982	-0.651485922	-0.43376199	1
SRR7546267	-1.708269745	-0.325005649	1
SRR7547190	-0.146944052	-0.147727728	1
SRR7546445	-1.649271486	-0.100553393	1
SRR7546769	-1.043280561	0.538836952	1
SRR7547118	-0.507640812	-0.339180109	1
SRR7547018	-1.849319096	-0.344508699	1
SRR7546708	-1.207956178	0.389835773	1
SRR7547091	-1.857227538	-0.296518754	1
SRR7546935	-0.48694189	-0.750967301	1
SRR7546815	-0.140458907	-0.574938723	1
SRR7546900	-0.026461619	-0.085796058	1
SRR7546278	-0.237883341	-0.746309661	1
SRR7546437	-2.998942016	-0.478806805	1
SRR7546471	-1.15865646	-0.677574819	1
SRR7546921	-1.106608338	0.153484566	1
SRR7546238	-1.734124587	-0.417652693	1
SRR7546397	-1.83503532	-0.476735557	1
SRR7547041	-1.253500031	-0.705940889	1
SRR7547049	-1.074307537	-0.657908074	1
SRR7546311	-1.749403356	-0.439375281	1
SRR7546349	-1.22075771	0.245845561	1
SRR7547040	0.187504469	-0.154952904	1
SRR7547043	-0.90613697	-0.012343474	1
SRR7546653	-1.164915604	-0.748124021	1
SRR7546922	-1.874751615	-0.348891896	1
SRR7547029	-1.049755369	-0.60750414	1
SRR7547141	-1.202280391	0.171636091	1
SRR7546854	-1.797006299	-0.421615342	1
