ID	CS1	CS2	CS3	group
ERR3018758	-2.803711985	-0.024426994	-0.244980295	2
ERR3018759	-3.122305401	-0.747967451	-1.355791371	2
ERR3018760	-2.959506512	0.299605146	0.735698515	2
ERR3018761	-4.021045768	0.617423423	1.210893412	2
ERR3018762	-2.910904903	0.575764466	1.020467307	2
ERR3018806	-3.139141366	0.615195026	-0.035966182	2
ERR3018807	-4.783518452	-0.294697719	-3.313410058	2
ERR3018808	-3.838005541	-0.397308107	-2.399414599	2
ERR3018809	-5.463379787	-0.249518696	-0.57614041	2
ERR3018810	-4.577059628	0.314741805	-1.375440891	2
ERR3018812	-2.716751125	-0.019405477	-2.605490919	2
ERR3018813	-2.372547844	0.474330473	1.067868816	2
ERR3018814	-2.925066355	0.711759184	1.179686104	2
ERR3018815	-1.297601833	0.533475702	-0.525740093	2
ERR3018816	-2.140854885	0.267497357	-0.379818575	2
ERR3018817	-1.375518003	-0.096860685	-1.306949712	2
ERR3018818	-0.604248534	-0.527230216	-2.197351542	2
ERR3018865	-3.4472016	0.65856378	1.58465605	2
ERR3018866	-2.942594523	0.841910503	2.078004304	2
ERR3018867	-2.461303073	-0.398478732	-3.097900466	2
ERR3018868	-5.683082152	-0.052179508	-2.291335849	2
ERR3018869	-2.694356079	0.592010529	0.20648606	2
ERR3018871	-3.266049784	0.045735221	-1.158223246	2
ERR3018872	-1.870881018	0.102331568	0.109532818	2
ERR3018873	-1.933399279	-0.768671586	-3.60824485	2
ERR3018874	-9.897395519	-0.898656531	-10.51481023	2
ERR3018875	-1.648510637	-3.592799385	-1.344695895	4
ERR3018876	-3.157280713	-1.25443062	-4.529868431	2
ERR3018947	-2.186117936	0.409760332	0.517937931	2
ERR3018948	-4.03902296	0.115771837	-2.330676966	2
ERR3018949	-3.214231507	0.625970318	0.56610301	2
ERR3018950	-3.218413228	0.561885631	-0.555328711	2
ERR3018952	-4.553683718	-0.064118316	-2.200150973	2
ERR3018953	-2.716177547	0.503812128	1.447083205	2
ERR3018954	-2.395025576	0.315684895	0.924173804	2
ERR3018955	-2.989417311	0.299002883	-1.262054585	2
ERR3018956	-2.929442591	0.419535299	-2.169627192	2
ERR3018957	-2.988914824	0.4929547	1.486760042	2
ERR3018958	-2.819296818	0.035908988	0.463803961	2
ERR3019000	-3.06908999	0.640560287	0.173044642	2
ERR3019002	-3.561648482	0.020161676	-1.77830656	2
ERR3019003	-2.793211393	0.254644488	-0.004695045	2
ERR3019004	-2.861934463	0.525932234	0.130661309	2
ERR3019117	-3.278092334	0.505071134	0.339269435	2
ERR3019118	-3.532391112	0.509622969	0.81235272	2
ERR3019119	-1.6868524	-0.821501525	-2.671232869	2
ERR3019120	-2.006959793	0.564156348	0.76945147	2
ERR3019122	-3.127552937	0.478826112	-0.563532539	2
ERR3019123	-2.354556263	0.71198616	2.262521717	2
ERR3019124	-3.028161871	0.354413029	-0.477189257	2
ERR3019125	-2.067090315	0.402064105	0.862276662	2
ERR3019126	-2.509152619	0.508868686	-1.318140069	2
ERR3019127	-3.577516018	0.108365907	0.696197792	2
ERR3019170	-2.632277923	0.672956715	0.80124886	2
ERR3019171	-3.238095397	0.600043401	-0.896069996	2
ERR3019172	-2.013708712	0.712028792	2.482377034	2
ERR3019173	-2.769143595	0.620274959	1.402477304	2
ERR3019174	-1.732743184	-1.191618402	2.453250076	2
ERR3019175	-2.783330427	0.638017443	0.763793219	2
ERR3019176	-2.441293419	0.199912027	0.80969377	2
ERR3019177	-2.316266549	0.664606839	1.395355339	2
ERR3019178	-2.210302084	0.748017764	2.349653285	2
ERR3019218	-2.856954539	-0.038190779	1.03890923	2
ERR3019219	-3.807172279	0.241995719	-2.271899688	2
ERR3019220	-2.352014354	0.357614256	1.170572696	2
ERR3019221	-1.478747144	0.138992053	0.252963692	2
ERR3019223	-2.388882677	0.867945257	2.613514961	2
ERR3019224	-2.849411576	0.051755441	0.292530244	2
ERR3019225	-1.558336653	-4.973376857	1.804305516	4
ERR3019298	-2.550164245	0.80972477	3.272646617	2
ERR3019299	-2.917801565	0.649431674	1.012329065	2
ERR3019300	-2.308810191	0.898043348	2.539819843	2
ERR3019301	-2.335216063	0.895288337	2.366647691	2
ERR3019302	-2.753044737	0.685925083	0.328012594	2
ERR3019304	-2.71789772	0.800587306	1.434260817	2
ERR3019305	-3.183685214	0.612122086	0.076597653	2
ERR3019306	-2.180784167	0.850510922	2.482230463	2
ERR3019307	-2.109201843	0.78776532	2.311805752	2
ERR3019308	-2.389870127	0.857774397	2.265930373	2
ERR3019309	-2.919291521	0.784729916	1.192552591	2
ERR3019354	-2.542228352	0.349381002	-0.634937021	2
ERR3019355	-3.826594528	-0.059668383	-2.535796406	2
ERR3019356	-1.376804513	0.204356739	-1.065067232	2
ERR3019357	-2.77918818	0.729047216	1.14892868	2
ERR3019360	-3.383910161	0.228160488	-2.110794116	2
ERR3019361	-2.196864406	0.861132751	3.477346297	2
ERR3019363	-2.591431946	0.132760883	-1.341338111	2
ERR3019364	-3.782154902	0.787495274	1.384175815	2
ERR3019365	-3.51853201	0.277242033	-1.652500282	2
ERR3019413	-2.512824316	0.800770083	1.746192507	2
ERR3019414	-2.636331588	0.780470843	2.055050009	2
ERR3019415	-3.441494381	0.509656314	-1.338516391	2
ERR3019416	-2.776143111	0.661289288	0.574902159	2
ERR3019417	-4.636199374	-0.016651678	-1.731060073	2
ERR3019418	-3.473798621	0.598678985	-1.383556906	2
ERR3019419	-3.795155344	-0.543550384	-3.36422308	2
ERR3019420	-1.637440594	-0.082526353	-2.270080238	2
ERR3019421	-3.378672475	0.511897023	-0.093541781	2
ERR3019422	-2.492338657	-4.408166082	0.505468152	4
ERR3019423	-1.067897026	-5.082169125	1.431423149	4
ERR3019424	-0.444981545	-4.098205538	0.140228446	4
ERR3019471	-3.041204401	0.549691907	1.850321479	2
ERR3019472	-2.663659349	0.724815629	2.093746282	2
ERR3019473	-2.517851723	0.789557689	1.802170007	2
ERR3019475	-2.129153831	0.73862246	2.797759827	2
ERR3019476	-4.963366253	0.942016861	0.915555806	2
ERR3019477	-2.297034938	0.361168557	1.795707589	2
ERR3019478	-2.030115548	0.020970285	-0.399469634	2
ERR3019523	-2.45557137	0.798394774	2.044818416	2
ERR3019524	-4.420485137	0.578336284	-0.308286954	2
ERR3019525	-4.013939908	0.475442207	-0.7385665	2
ERR3019527	-2.793560683	0.550017462	-0.251218981	2
ERR3019528	-2.621659891	0.780249094	1.936397643	2
ERR3019529	-2.630054785	0.846715764	1.767636867	2
ERR3019530	-3.75370038	0.327285114	-1.320064011	2
ERR3019532	-4.348323834	0.388467994	-1.018432973	2
ERR3019577	-2.713807319	0.892794824	2.196091042	2
ERR3019578	-1.873537968	0.594514004	1.294798024	2
ERR3019579	-2.885617514	0.697417168	1.093688064	2
ERR3019580	-3.018519886	0.467146425	0.976314741	2
ERR3019581	-2.909888008	0.749551165	1.269561442	2
ERR3019583	-2.336945884	0.826290993	2.395563243	2
ERR3019584	-2.579271605	0.787625807	2.294745444	2
ERR3019585	-2.734021503	0.152518359	1.05839388	2
ERR3019586	-2.268059495	0.778309458	2.531823557	2
ERR3019587	-2.919103383	0.624608226	0.781721766	2
ERR3019588	-3.331188378	-0.500201803	0.386172799	2
ERR3019634	-2.628739004	0.769493332	0.905577256	2
ERR3019635	-2.995611832	0.803624737	1.171807175	2
ERR3019636	-2.571671687	0.77236882	1.480228302	2
ERR3019637	-2.565642396	0.862743286	1.539023213	2
ERR3019639	-3.701412281	-0.040960641	-1.118171512	2
ERR3019641	-3.450251774	0.430802175	1.118607041	2
ERR3019642	-2.914772056	0.60276637	0.814780276	2
ERR3019643	-2.897249844	0.493958331	-0.22739526	2
ERR3019684	-2.855418895	0.785405098	1.544050776	2
ERR3019685	-2.484928295	0.611226698	1.350921915	2
ERR3019686	-2.751152869	0.628832903	0.497478127	2
ERR3019687	-2.82955872	-0.01664348	-0.236521386	2
ERR3019688	-2.668675088	0.809282833	2.971736402	2
ERR3019690	-2.928728376	0.610448154	-0.031718527	2
ERR3019691	-2.310640277	0.616223899	1.715225759	2
ERR3019692	-2.774116315	0.542644042	1.277144552	2
ERR3019693	-2.425349909	0.65494563	2.066646833	2
ERR3019694	-2.600925824	0.516053284	1.876144058	2
ERR3019695	-3.165236798	-0.020181363	-0.414005684	2
ERR3019737	-2.888369075	0.59340326	-0.183112499	2
ERR3019738	-3.430059009	0.326125958	-2.659604011	2
ERR3019739	-3.900937834	0.461825075	-2.287444513	2
ERR3019740	-2.592148122	0.726632378	1.221372951	2
ERR3019741	-2.243233768	0.598656515	2.862585876	2
ERR3019743	-3.110918781	0.552533208	-1.097590702	2
ERR3019744	-2.589897032	0.558850249	1.786612384	2
ERR3019745	-2.365178708	0.176819382	1.423425777	2
ERR3019746	-2.941198818	0.214126338	-1.094640545	2
ERR3019747	-2.901246291	-0.050727518	-2.697938475	2
ERR3019748	-1.59395627	0.181301713	-0.833726953	2
ERR3019749	-2.994279707	0.486988314	0.12657956	2
ERR3019794	-3.214307651	-0.285522276	0.423038882	2
ERR3019795	-3.239561729	0.695378185	1.567338552	2
ERR3019796	-2.568334663	0.378551517	0.061147263	2
ERR3019797	-1.727306061	-5.01956136	2.111188104	4
ERR3019798	-2.505606489	0.758402546	2.958685968	2
ERR3019800	-2.741719383	-0.444736612	-1.344043739	2
ERR3019801	-3.12263057	-1.432740367	-0.688007607	2
ERR3019802	-0.399301613	-1.512607908	-2.053070671	2
ERR3019803	-2.613471818	0.558009819	1.209291503	2
ERR3019804	-1.791405341	-2.56464525	0.251032723	2
ERR3019805	-3.309706979	0.768190777	1.354539642	2
ERR3019847	-1.899545175	0.768989515	3.308988826	2
ERR3019848	-2.889204106	0.531830856	0.033804573	2
ERR3019850	-2.65968523	0.550859484	0.698493586	2
ERR3019851	-2.474826713	0.67008365	1.351747143	2
ERR3019854	-3.423929113	0.402128728	-0.835182137	2
ERR3019855	-2.894790096	0.339654323	1.06276621	2
ERR3019948	-2.908690846	0.331744933	-0.95858719	2
ERR3019949	-2.503288898	0.555308415	-0.541511241	2
ERR3019950	-3.865194331	0.236357616	-2.222498382	2
ERR3019953	-2.122054573	0.523372083	-0.305004346	2
ERR3019956	-2.539346621	1.020119112	2.575912627	2
ERR3020327	-3.234229658	-0.113983958	-1.400704214	2
ERR3020328	-2.697159747	-0.693417721	-0.983830617	2
ERR3020329	-2.619307263	-0.480156629	0.299702086	2
ERR3020330	-2.183155929	0.662462714	1.340836546	2
ERR3020331	-2.720587514	0.415596215	0.993926561	2
ERR3020332	-2.490348727	0.606298503	2.025942411	2
ERR3020333	-2.926461779	0.052551397	0.64436611	2
ERR3020334	-2.593626504	0.762331601	2.742303447	2
ERR3020335	-2.375016981	0.795084779	1.978571587	2
ERR3020336	-2.958448396	0.659997439	1.373288771	2
ERR3020337	-3.276393955	0.510399767	2.091491021	2
ERR3020338	-3.302556445	-0.481769743	-0.871264612	2
ERR3020339	-2.295379729	0.24008044	0.249965414	2
ERR3020340	-2.784174922	0.162957985	-2.104289192	2
ERR3020341	-2.892288509	-0.488135677	1.11676794	2
ERR3020342	-3.13397457	-1.216565908	-1.774857046	2
ERR3020343	-2.498514771	0.096154475	0.439269826	2
ERR3020344	-2.949417713	0.026681504	0.258364815	2
ERR3020345	-3.738373856	-0.124655685	-1.691393778	2
ERR3020346	-3.22384255	-2.112079186	1.234967573	2
ERR3020347	-3.577579736	0.409551751	-3.006727049	2
ERR3020348	-3.242326826	0.125881391	-1.742245328	2
ERR3020349	-2.846819137	0.875511207	1.617173576	2
ERR3020350	-3.368275997	0.109922126	0.009688849	2
ERR3020351	-3.448825374	0.284416864	-1.635024478	2
ERR3020352	-3.451356954	-0.763703084	-1.698788831	2
ERR3020353	-3.024386693	0.274719835	-0.282778075	2
ERR3020354	-2.511644345	0.086616167	0.499025163	2
ERR3020355	-2.104090522	0.857127715	2.463845908	2
ERR3020356	-2.271908502	0.69689108	-0.356155853	2
ERR3020357	-2.143543439	0.676814286	2.626073371	2
ERR3020358	-2.965832093	0.43207065	-0.29058251	2
ERR3020359	-2.847501615	-0.232750096	-0.291794664	2
ERR3020360	-3.774158537	-0.628273782	-2.25653819	2
ERR3020361	-0.943340136	-0.19789317	-1.158806264	2
ERR3020362	-4.026874093	-0.482492493	-4.495930303	2
ERR3020363	-3.130047525	-0.620908069	-0.515796596	2
ERR3020364	-1.89518608	0.530632999	2.652607921	2
ERR3020365	-4.957790596	-0.158257159	-4.547046095	2
ERR3020366	-3.517506067	-0.255330081	-0.518435751	2
ERR3020367	-1.835503416	-0.6255162	-0.530697781	2
ERR3020368	-3.045584538	0.7707953	2.227145887	2
ERR3020369	-2.552116561	-0.665031882	-2.905883892	2
ERR3020370	-3.217612455	0.489637819	0.696309533	2
ERR3020371	-2.142279024	0.795692245	3.05816952	2
ERR3020372	-4.752067662	-0.527759748	-4.335026764	2
ERR3020373	-2.176648586	0.77992833	2.512099482	2
ERR3020374	-1.293914211	-3.179068938	-1.459675876	4
ERR3020375	-3.122354452	-0.110704882	-0.096947917	2
ERR3020376	-2.604675433	-0.357762774	0.929595764	2
ERR3020377	-2.337537253	0.735972911	2.194005862	2
ERR3020378	-1.384350651	-1.022040345	-2.760016774	2
ERR3020379	-3.841721249	-0.459583088	0.602522338	2
ERR3020380	-3.333767698	-0.145371954	-2.991565148	2
ERR3020381	-3.337002536	0.028726683	-2.471415468	2
ERR3020382	-2.380718701	0.27178177	2.190547021	2
SRR8115443	2.388885229	0.842218322	0.054137894	3
SRR8115447	1.96045814	0.614925982	0.209489531	3
SRR8115448	1.993464541	0.772019022	0.526135904	3
SRR8115652	1.766026812	-0.541100637	-0.143446103	3
SRR8115660	2.345629913	0.392672071	-0.74311934	3
SRR8115675	0.465943196	0.497067054	-1.124926502	3
SRR8115693	1.85019215	0.578355163	0.381771938	3
SRR8115699	1.480703381	0.828484548	0.953698105	3
SRR8115705	3.049882341	-0.074341292	0.815293388	3
SRR8115709	1.572006695	0.592830549	0.155864866	3
SRR8115711	0.000657568	-0.019079612	-0.396549813	3
SRR8115716	2.030753795	0.520460971	0.971492819	3
SRR8115717	2.160378519	0.843830344	0.264834939	3
SRR8115724	2.290586708	0.302354791	-1.536940297	3
SRR8115752	1.908481384	0.674720763	0.016512919	3
SRR8115761	1.632850993	-0.222203019	1.150735622	3
SRR8115765	2.648990972	-0.260200683	-1.251922179	3
SRR8115766	1.635156861	0.724538233	-0.248517992	3
SRR8115769	1.684118197	-2.294427471	-2.361772248	2
SRR8115781	1.271633825	0.92249752	1.155284931	3
SRR8115782	3.088643333	0.750848851	-1.416405508	3
SRR8115784	1.852919086	0.273943384	-0.904559651	3
SRR8115791	2.103488011	0.57379885	-0.053997664	3
SRR8115797	1.758864753	0.721837084	0.620002888	3
SRR8115799	1.931399319	0.943238224	0.48158497	3
SRR8115801	1.43297855	0.71777738	0.257211942	3
SRR8115821	1.974705053	0.461504648	-0.408388032	3
SRR8115828	2.130253026	0.63626013	-0.647965915	3
SRR8115837	1.795684365	0.587636585	0.702477507	3
SRR8115852	1.398160521	0.64091319	0.555347366	3
SRR8115857	1.984762387	0.96207507	0.730153659	3
SRR8115862	2.046322463	0.710022815	0.741278157	3
SRR8115867	1.717881968	0.440076509	-0.543683447	3
SRR8115868	2.046257	0.514732169	0.395839848	3
SRR8115870	0.753294072	0.442355236	-0.612687813	3
SRR8115871	0.04333153	0.567335471	-0.711970842	3
SRR8115874	1.298627073	0.694413875	-0.128627447	3
SRR8115893	1.194177374	0.393990694	0.702012969	3
SRR8115894	1.068554021	-0.283069969	-1.313613357	3
SRR8115895	0.660565463	-2.165060394	0.165339054	4
SRR8115897	0.160249413	0.428977918	-1.082964421	3
SRR8115898	4.033128787	1.45890374	-0.518759983	3
SRR8115901	2.21099757	0.793435552	0.501728041	3
SRR8115910	2.081716944	-1.488429661	-0.523114676	3
SRR8115913	1.662787585	0.60529217	0.197639787	3
SRR8115914	2.615406572	0.270532143	0.213681542	3
SRR8115917	1.251014376	-0.237483951	0.081578468	3
SRR8115918	1.668175231	-0.241070286	-3.269936624	2
SRR8115920	1.675732543	0.526230991	-0.085114474	3
SRR8115926	2.028224607	0.768457334	0.756244239	3
SRR8115928	1.444315338	0.471289511	0.598866073	3
SRR8115930	0.140177047	-3.162145805	-1.146106582	4
SRR8115933	0.739369387	-2.903160883	0.895949787	4
SRR8115935	0.889777335	-2.06328002	1.051783911	3
SRR8115955	1.803535231	-0.090509444	0.311552023	3
SRR8115960	1.124619613	-0.039324848	-0.079982292	3
SRR8115964	1.036288156	0.58037987	0.121533984	3
SRR8115984	1.032255317	-1.349291835	0.495104371	3
SRR8115987	-0.597586363	0.830674542	-2.795402057	2
SRR8115995	0.065485938	-0.224209167	-0.096896878	3
