sub	type	month	num
E010629	3	6	12
E010629	1	7	12
E010629	1	8	12
E010629	1	9	12
E010629	3	10	12
E010629	3	11	12
E010629	3	12	12
E010629	3	13	12
E010629	3	36	12
E013487	3	2	12
E013487	3	3	12
E013487	3	4	12
E013487	2	6	12
E013487	1	8	12
E013487	1	9	12
E013487	1	11	12
E013487	1	12	12
E013487	4	13	12
E013487	4	14	12
E013487	4	22	12
E013487	4	24	12
P013701	2	6	12
P013701	2	7	12
P013701	2	8	12
P013701	2	9	12
P013701	2	10	12
P013701	2	11	12
P013701	3	14	12
P013701	3	15	12
P013701	3	16	12
P013701	3	17	12
P013701	3	18	12
P013701	3	19	12
P013823	2	6	12
P013823	2	7	12
P013823	3	8	12
P013823	2	9	12
P013823	2	10	12
P013823	2	11	12
P013823	3	12	12
P013823	3	13	12
P013823	3	14	12
P013823	3	15	12
P013823	3	19	12
P013823	3	20	12
P026562	2	7	12
P026562	3	9	12
P026562	3	10	12
P026562	3	11	12
P026562	3	12	12
P026562	3	13	12
P026562	3	14	12
P026562	3	15	12
P026562	3	16	12
P026562	2	17	12
P026562	3	18	12
P026562	3	19	12
ID7	3	1	11
ID7	3	2	11
ID7	3	3	11
ID7	3	4	11
ID7	3	5	11
ID7	2	7	11
ID7	3	8	11
ID7	2	9	11
ID7	3	10	11
ID7	3	11	11
ID7	3	12	11
TT0168A	3	1	11
TT0168A	3	2	11
TT0168A	1	3	11
TT0168A	1	5	11
TT0168A	3	7	11
TT0168A	3	9	11
TT0168A	3	10	11
TT0168A	3	13	11
TT0168A	3	14	11
TT0168A	3	18	11
TT0168A	3	21	11
ID8	1	2	11
ID8	1	3	11
ID8	1	4	11
ID8	1	5	11
ID8	1	6	11
ID8	1	7	11
ID8	1	8	11
ID8	1	9	11
ID8	1	10	11
ID8	1	11	11
ID8	3	12	11
E022852	3	3	11
E022852	3	4	11
E022852	3	5	11
E022852	3	6	11
E022852	3	7	11
E022852	3	8	11
E022852	3	9	11
E022852	3	11	11
E022852	3	20	11
E022852	3	29	11
E022852	3	32	11
E026079	3	3	11
E026079	2	5	11
E026079	3	7	11
E026079	3	8	11
E026079	3	13	11
E026079	3	14	11
E026079	3	17	11
E026079	3	19	11
E026079	3	20	11
E026079	3	22	11
E026079	3	25	11
P017671	3	7	11
P017671	2	8	11
P017671	2	9	11
P017671	1	10	11
P017671	1	12	11
P017671	2	13	11
P017671	3	15	11
P017671	3	18	11
P017671	3	20	11
P017671	4	23	11
P017671	4	25	11
P019980	3	14	11
P019980	3	15	11
P019980	3	16	11
P019980	3	17	11
P019980	3	18	11
P019980	3	19	11
P019980	3	21	11
P019980	4	22	11
P019980	3	23	11
P019980	3	24	11
P019980	3	25	11
TT0101B	1	1	10
TT0101B	1	2	10
TT0101B	1	4	10
TT0101B	1	6	10
TT0101B	2	9	10
TT0101B	2	12	10
TT0101B	4	14	10
TT0101B	4	16	10
TT0101B	4	18	10
TT0101B	4	20	10
TT0132B	1	1	10
TT0132B	2	2	10
TT0132B	2	4	10
TT0132B	3	6	10
TT0132B	3	8	10
TT0132B	3	10	10
TT0132B	2	12	10
TT0132B	3	14	10
TT0132B	3	18	10
TT0132B	3	21	10
TT0171A	1	1	10
TT0171A	1	2	10
TT0171A	2	4	10
TT0171A	1	7	10
TT0171A	2	9	10
TT0171A	1	11	10
TT0171A	2	13	10
TT0171A	4	15	10
TT0171A	4	18	10
TT0171A	4	21	10
TT0181A	1	1	10
TT0181A	2	2	10
TT0181A	2	5	10
TT0181A	2	6	10
TT0181A	2	8	10
TT0181A	2	10	10
TT0181A	2	12	10
TT0181A	4	15	10
TT0181A	4	18	10
TT0181A	4	20	10
TT0181B	1	1	10
TT0181B	2	2	10
TT0181B	2	3	10
TT0181B	2	6	10
TT0181B	2	8	10
TT0181B	2	10	10
TT0181B	1	12	10
TT0181B	4	15	10
TT0181B	4	18	10
TT0181B	4	21	10
TT0185A	1	1	10
TT0185A	1	2	10
TT0185A	1	3	10
TT0185A	1	5	10
TT0185A	3	9	10
TT0185A	1	11	10
TT0185A	3	13	10
TT0185A	3	15	10
TT0185A	3	18	10
TT0185A	3	21	10
E017049	1	2	10
E017049	1	4	10
E017049	1	7	10
E017049	2	10	10
E017049	3	13	10
E017049	3	16	10
E017049	3	20	10
E017049	3	22	10
E017049	3	28	10
E017049	3	36	10
T012808	2	2	10
T012808	1	3	10
T012808	2	4	10
T012808	2	6	10
T012808	2	7	10
T012808	2	9	10
T012808	1	10	10
T012808	2	11	10
T012808	2	12	10
T012808	3	23	10
TT0171B	2	2	10
TT0171B	2	4	10
TT0171B	2	5	10
TT0171B	2	7	10
TT0171B	2	9	10
TT0171B	2	11	10
TT0171B	4	13	10
TT0171B	4	15	10
TT0171B	3	18	10
TT0171B	4	21	10
P008579	2	5	10
P008579	2	6	10
P008579	2	7	10
P008579	2	9	10
P008579	2	10	10
P008579	2	12	10
P008579	2	13	10
P008579	3	18	10
P008579	3	19	10
P008579	3	20	10
P015091	2	6	10
P015091	1	8	10
P015091	1	9	10
P015091	1	10	10
P015091	2	13	10
P015091	2	14	10
P015091	2	15	10
P015091	3	19	10
P015091	3	20	10
P015091	3	21	10
P013960	3	7	10
P013960	1	8	10
P013960	1	12	10
P013960	3	14	10
P013960	3	15	10
P013960	3	16	10
P013960	3	17	10
P013960	3	18	10
P013960	3	19	10
P013960	3	20	10
P020631	3	17	10
P020631	3	20	10
P020631	3	21	10
P020631	3	24	10
P020631	3	25	10
P020631	3	26	10
P020631	3	27	10
P020631	3	28	10
P020631	3	29	10
P020631	3	30	10
T0150A	1	1	9
T0150A	1	2	9
T0150A	2	3	9
T0150A	2	4	9
T0150A	2	5	9
T0150A	2	6	9
T0150A	2	7	9
T0150A	2	8	9
T0150A	2	9	9
T0162A	1	1	9
T0162A	2	2	9
T0162A	2	3	9
T0162A	2	4	9
T0162A	2	5	9
T0162A	2	6	9
T0162A	2	7	9
T0162A	2	8	9
T0162A	2	9	9
T0182A	1	1	9
T0182A	2	2	9
T0182A	2	3	9
T0182A	2	4	9
T0182A	2	5	9
T0182A	2	6	9
T0182A	2	7	9
T0182A	2	8	9
T0182A	2	9	9
T0182B	1	1	9
T0182B	2	2	9
T0182B	2	3	9
T0182B	2	4	9
T0182B	2	5	9
T0182B	2	6	9
T0182B	2	7	9
T0182B	2	8	9
T0182B	2	9	9
TT0108B	1	1	9
TT0108B	2	2	9
TT0108B	2	3	9
TT0108B	3	5	9
TT0108B	1	8	9
TT0108B	3	11	9
TT0108B	3	15	9
TT0108B	3	18	9
TT0108B	3	20	9
TT0122A	2	1	9
TT0122A	2	2	9
TT0122A	2	4	9
TT0122A	2	7	9
TT0122A	2	8	9
TT0122A	2	11	9
TT0122A	2	12	9
TT0122A	3	15	9
TT0122A	3	18	9
TT0160B	1	1	9
TT0160B	1	3	9
TT0160B	1	5	9
TT0160B	2	6	9
TT0160B	1	8	9
TT0160B	1	10	9
TT0160B	4	13	9
TT0160B	4	15	9
TT0160B	3	18	9
E017824	3	2	9
E017824	3	3	9
E017824	3	4	9
E017824	3	6	9
E017824	3	8	9
E017824	3	9	9
E017824	3	11	9
E017824	3	12	9
E017824	3	16	9
E020682	3	2	9
E020682	3	4	9
E020682	3	7	9
E020682	3	10	9
E020682	3	16	9
E020682	3	20	9
E020682	3	22	9
E020682	3	29	9
E020682	3	36	9
TT0132A	2	2	9
TT0132A	2	4	9
TT0132A	2	5	9
TT0132A	3	7	9
TT0132A	3	9	9
TT0132A	3	11	9
TT0132A	3	13	9
TT0132A	3	16	9
TT0132A	3	20	9
TT0180B	1	2	9
TT0180B	2	3	9
TT0180B	3	5	9
TT0180B	3	6	9
TT0180B	3	8	9
TT0180B	2	11	9
TT0180B	4	15	9
TT0180B	4	17	9
TT0180B	2	21	9
E012115	3	3	9
E012115	3	5	9
E012115	3	8	9
E012115	3	11	9
E012115	3	12	9
E012115	3	16	9
E012115	3	19	9
E012115	3	23	9
E012115	3	28	9
T019031	3	3	9
T019031	3	5	9
T019031	3	8	9
T019031	3	11	9
T019031	3	15	9
T019031	4	17	9
T019031	4	20	9
T019031	4	22	9
T019031	4	29	9
T019853	2	3	9
T019853	2	8	9
T019853	3	11	9
T019853	3	15	9
T019853	3	17	9
T019853	3	20	9
T019853	3	22	9
T019853	3	29	9
T019853	3	36	9
E011183	2	4	9
E011183	3	7	9
E011183	3	10	9
E011183	3	14	9
E011183	3	17	9
E011183	3	20	9
E011183	3	23	9
E011183	3	29	9
E011183	3	36	9
E030828	3	4	9
E030828	1	8	9
E030828	3	11	9
E030828	3	13	9
E030828	3	16	9
E030828	3	19	9
E030828	3	22	9
E030828	3	29	9
E030828	3	36	9
P009746	2	4	9
P009746	3	5	9
P009746	2	6	9
P009746	2	9	9
P009746	2	10	9
P009746	2	11	9
P009746	3	16	9
P009746	3	18	9
P009746	3	19	9
P009219	2	7	9
P009219	2	9	9
P009219	2	10	9
P009219	2	11	9
P009219	2	12	9
P009219	2	13	9
P009219	3	14	9
P009219	3	15	9
P009219	3	16	9
P004230	2	8	9
P004230	2	9	9
P004230	1	10	9
P004230	1	11	9
P004230	2	14	9
P004230	2	17	9
P004230	3	19	9
P004230	3	21	9
P004230	3	24	9
P016574	3	13	9
P016574	3	14	9
P016574	3	15	9
P016574	3	16	9
P016574	2	17	9
P016574	2	18	9
P016574	3	19	9
P016574	3	20	9
P016574	3	21	9
P021772	3	14	9
P021772	3	15	9
P021772	3	16	9
P021772	3	18	9
P021772	3	19	9
P021772	3	20	9
P021772	3	21	9
P021772	3	23	9
P021772	3	24	9
N015	1	1	8
N015	1	2	8
N015	1	3	8
N015	1	4	8
N015	1	8	8
N015	1	10	8
N015	4	13	8
N015	3	16	8
T0125B	1	1	8
T0125B	2	2	8
T0125B	2	3	8
T0125B	2	4	8
T0125B	2	5	8
T0125B	2	7	8
T0125B	2	8	8
T0125B	2	9	8
T0144A	1	1	8
T0144A	2	2	8
T0144A	2	3	8
T0144A	2	4	8
T0144A	2	6	8
T0144A	2	7	8
T0144A	2	8	8
T0144A	3	9	8
T0144B	1	1	8
T0144B	3	2	8
T0144B	2	3	8
T0144B	2	4	8
T0144B	2	6	8
T0144B	1	7	8
T0144B	1	8	8
T0144B	3	9	8
T0165B	1	1	8
T0165B	1	2	8
T0165B	1	3	8
T0165B	1	4	8
T0165B	1	5	8
T0165B	1	6	8
T0165B	1	7	8
T0165B	1	8	8
T0168A	1	1	8
T0168A	3	2	8
T0168A	1	3	8
T0168A	1	5	8
T0168A	1	6	8
T0168A	3	7	8
T0168A	3	8	8
T0168A	3	9	8
T0185A	1	1	8
T0185A	1	2	8
T0185A	1	3	8
T0185A	1	4	8
T0185A	1	5	8
T0185A	1	6	8
T0185A	1	8	8
T0185A	3	9	8
TT0108A	1	1	8
TT0108A	3	2	8
TT0108A	3	3	8
TT0108A	3	5	8
TT0108A	1	8	8
TT0108A	3	11	8
TT0108A	3	14	8
TT0108A	3	18	8
TT0122B	2	1	8
TT0122B	2	2	8
TT0122B	2	4	8
TT0122B	2	6	8
TT0122B	2	10	8
TT0122B	2	12	8
TT0122B	3	15	8
TT0122B	4	18	8
E003989	3	2	8
E003989	3	3	8
E003989	3	5	8
E003989	3	6	8
E003989	3	7	8
E003989	3	9	8
E003989	1	10	8
E003989	3	11	8
E018421	3	2	8
E018421	3	4	8
E018421	3	13	8
E018421	3	16	8
E018421	3	19	8
E018421	3	22	8
E018421	3	28	8
E018421	3	36	8
E020781	3	2	8
E020781	3	5	8
E020781	2	14	8
E020781	3	17	8
E020781	3	20	8
E020781	3	24	8
E020781	3	29	8
E020781	3	36	8
E020808	3	2	8
E020808	1	4	8
E020808	2	9	8
E020808	3	13	8
E020808	3	16	8
E020808	3	19	8
E020808	3	23	8
E020808	3	28	8
E023705	1	2	8
E023705	2	5	8
E023705	2	8	8
E023705	1	11	8
E023705	3	13	8
E023705	3	16	8
E023705	3	19	8
E023705	3	22	8
T010532	3	2	8
T010532	3	4	8
T010532	3	6	8
T010532	3	8	8
T010532	3	10	8
T010532	4	14	8
T010532	4	17	8
T010532	3	21	8
T0117A	1	2	8
T0117A	2	3	8
T0117A	1	4	8
T0117A	2	5	8
T0117A	1	6	8
T0117A	1	7	8
T0117A	1	8	8
T0117A	1	9	8
T0117B	1	2	8
T0117B	1	3	8
T0117B	1	4	8
T0117B	2	5	8
T0117B	1	6	8
T0117B	1	7	8
T0117B	1	8	8
T0117B	1	9	8
T012983	3	2	8
T012983	3	4	8
T012983	3	13	8
T012983	3	16	8
T012983	3	20	8
T012983	3	22	8
T012983	3	28	8
T012983	3	36	8
T014806	2	2	8
T014806	2	5	8
T014806	2	8	8
T014806	2	16	8
T014806	3	17	8
T014806	3	21	8
T014806	4	24	8
T014806	3	35	8
T0150B	1	2	8
T0150B	2	3	8
T0150B	2	4	8
T0150B	2	5	8
T0150B	2	6	8
T0150B	1	7	8
T0150B	2	8	8
T0150B	2	9	8
T019852	3	2	8
T019852	3	7	8
T019852	3	11	8
T019852	3	15	8
T019852	3	17	8
T019852	3	20	8
T019852	3	23	8
T019852	3	29	8
TT0143A	1	2	8
TT0143A	1	4	8
TT0143A	1	7	8
TT0143A	1	9	8
TT0143A	1	10	8
TT0143A	1	12	8
TT0143A	3	15	8
TT0143A	3	18	8
TT0180A	2	2	8
TT0180A	2	3	8
TT0180A	2	5	8
TT0180A	2	6	8
TT0180A	2	8	8
TT0180A	1	11	8
TT0180A	4	15	8
TT0180A	4	17	8
E012393	1	3	8
E012393	1	5	8
E012393	1	7	8
E012393	2	11	8
E012393	3	19	8
E012393	3	22	8
E012393	3	28	8
E012393	3	36	8
E018574	3	3	8
E018574	3	4	8
E018574	3	14	8
E018574	3	16	8
E018574	3	20	8
E018574	3	23	8
E018574	3	29	8
E018574	3	36	8
E022083	3	3	8
E022083	3	4	8
E022083	3	11	8
E022083	3	14	8
E022083	3	17	8
E022083	3	21	8
E022083	2	22	8
E022083	3	36	8
T016548	1	3	8
T016548	3	5	8
T016548	3	10	8
T016548	4	14	8
T016548	3	17	8
T016548	3	19	8
T016548	3	22	8
T016548	3	29	8
E033036	3	4	8
E033036	3	8	8
E033036	3	11	8
E033036	3	14	8
E033036	3	16	8
E033036	4	19	8
E033036	4	23	8
E033036	4	29	8
P004113	2	4	8
P004113	2	5	8
P004113	2	10	8
P004113	2	11	8
P004113	2	12	8
P004113	3	20	8
P004113	3	21	8
P004113	3	23	8
T026211	2	4	8
T026211	2	8	8
T026211	2	10	8
T026211	2	14	8
T026211	3	17	8
T026211	3	21	8
T026211	3	22	8
T026211	3	29	8
P000756	2	5	8
P000756	2	6	8
P000756	2	7	8
P000756	2	9	8
P000756	2	10	8
P000756	2	12	8
P000756	2	13	8
P000756	2	14	8
P014713	2	7	8
P014713	2	8	8
P014713	2	9	8
P014713	2	10	8
P014713	3	11	8
P014713	2	12	8
P014713	4	13	8
P014713	3	15	8
P011108	2	9	8
P011108	1	11	8
P011108	1	12	8
P011108	3	13	8
P011108	2	14	8
P011108	3	16	8
P011108	3	17	8
P011108	3	18	8
P005279	3	12	8
P005279	3	13	8
P005279	2	14	8
P005279	3	15	8
P005279	3	20	8
P005279	3	23	8
P005279	3	32	8
P005279	3	33	8
C2a	1	1	7
C2a	1	2	7
C2a	2	3	7
C2a	2	4	7
C2a	2	5	7
C2a	2	6	7
C2a	2	7	7
N008	2	1	7
N008	2	2	7
N008	1	3	7
N008	1	4	7
N008	1	5	7
N008	3	11	7
N008	3	12	7
N022	1	1	7
N022	1	2	7
N022	1	3	7
N022	1	8	7
N022	1	11	7
N022	3	13	7
N022	3	16	7
sub10	1	1	7
sub10	2	2	7
sub10	2	3	7
sub10	2	4	7
sub10	2	7	7
sub10	2	10	7
sub10	2	13	7
sub102	2	1	7
sub102	2	2	7
sub102	2	3	7
sub102	2	4	7
sub102	2	6	7
sub102	2	10	7
sub102	2	12	7
sub103	2	1	7
sub103	2	2	7
sub103	2	3	7
sub103	2	5	7
sub103	2	6	7
sub103	2	9	7
sub103	2	13	7
sub133	2	1	7
sub133	2	2	7
sub133	2	3	7
sub133	2	4	7
sub133	2	6	7
sub133	2	10	7
sub133	2	12	7
sub16	2	1	7
sub16	2	2	7
sub16	2	3	7
sub16	2	5	7
sub16	2	7	7
sub16	2	10	7
sub16	2	12	7
sub17	1	1	7
sub17	2	2	7
sub17	2	3	7
sub17	2	5	7
sub17	1	7	7
sub17	1	10	7
sub17	1	12	7
sub21	1	1	7
sub21	1	2	7
sub21	1	3	7
sub21	1	5	7
sub21	1	7	7
sub21	2	10	7
sub21	2	13	7
sub33	2	1	7
sub33	2	2	7
sub33	2	3	7
sub33	2	5	7
sub33	2	7	7
sub33	1	9	7
sub33	1	12	7
sub38	1	1	7
sub38	2	2	7
sub38	2	3	7
sub38	2	5	7
sub38	2	7	7
sub38	2	10	7
sub38	4	13	7
sub40	1	1	7
sub40	1	2	7
sub40	2	3	7
sub40	2	5	7
sub40	2	7	7
sub40	2	10	7
sub40	2	12	7
sub54	2	1	7
sub54	2	2	7
sub54	2	3	7
sub54	2	4	7
sub54	2	6	7
sub54	2	9	7
sub54	2	12	7
sub62	1	1	7
sub62	2	2	7
sub62	2	3	7
sub62	2	5	7
sub62	2	6	7
sub62	2	10	7
sub62	3	13	7
sub94	1	1	7
sub94	1	2	7
sub94	2	3	7
sub94	2	4	7
sub94	2	7	7
sub94	2	9	7
sub94	2	13	7
sub98	1	1	7
sub98	2	2	7
sub98	2	3	7
sub98	2	5	7
sub98	2	6	7
sub98	2	10	7
sub98	2	13	7
T0101B	1	1	7
T0101B	1	2	7
T0101B	1	4	7
T0101B	2	5	7
T0101B	3	6	7
T0101B	2	8	7
T0101B	2	9	7
T0102A	1	1	7
T0102A	2	2	7
T0102A	2	4	7
T0102A	2	5	7
T0102A	2	6	7
T0102A	2	7	7
T0102A	2	8	7
T0102B	1	1	7
T0102B	1	2	7
T0102B	1	4	7
T0102B	3	5	7
T0102B	1	6	7
T0102B	1	7	7
T0102B	1	8	7
T0111B	1	1	7
T0111B	1	2	7
T0111B	2	4	7
T0111B	2	5	7
T0111B	2	6	7
T0111B	2	7	7
T0111B	2	8	7
T0113A	2	1	7
T0113A	2	3	7
T0113A	2	4	7
T0113A	2	6	7
T0113A	2	7	7
T0113A	2	8	7
T0113A	2	9	7
T0113B	1	1	7
T0113B	2	2	7
T0113B	2	5	7
T0113B	1	6	7
T0113B	2	7	7
T0113B	2	8	7
T0113B	2	9	7
T0160A	1	1	7
T0160A	2	3	7
T0160A	1	4	7
T0160A	1	5	7
T0160A	1	6	7
T0160A	1	7	7
T0160A	1	8	7
T0160B	1	1	7
T0160B	1	3	7
T0160B	1	4	7
T0160B	1	5	7
T0160B	2	6	7
T0160B	1	7	7
T0160B	1	8	7
T0165A	1	1	7
T0165A	1	2	7
T0165A	1	3	7
T0165A	1	5	7
T0165A	1	6	7
T0165A	1	7	7
T0165A	1	8	7
T0173B	1	1	7
T0173B	2	2	7
T0173B	2	3	7
T0173B	2	4	7
T0173B	2	5	7
T0173B	2	7	7
T0173B	2	8	7
T0178B	1	1	7
T0178B	2	2	7
T0178B	2	3	7
T0178B	2	4	7
T0178B	2	5	7
T0178B	1	6	7
T0178B	2	7	7
T0181A	1	1	7
T0181A	2	2	7
T0181A	2	3	7
T0181A	2	5	7
T0181A	2	6	7
T0181A	2	7	7
T0181A	2	8	7
T0185B	1	1	7
T0185B	1	2	7
T0185B	1	3	7
T0185B	1	5	7
T0185B	1	6	7
T0185B	1	8	7
T0185B	1	9	7
T0186B	1	1	7
T0186B	2	2	7
T0186B	2	3	7
T0186B	2	4	7
T0186B	2	6	7
T0186B	2	7	7
T0186B	2	8	7
T0190A	1	1	7
T0190A	2	3	7
T0190A	2	4	7
T0190A	2	5	7
T0190A	2	6	7
T0190A	2	7	7
T0190A	2	8	7
E002338	1	2	7
E002338	1	8	7
E002338	2	11	7
E002338	3	17	7
E002338	3	24	7
E002338	3	29	7
E002338	3	36	7
E012124	3	2	7
E012124	1	7	7
E012124	1	10	7
E012124	3	17	7
E012124	3	19	7
E012124	3	29	7
E012124	3	36	7
E012678	2	2	7
E012678	3	5	7
E012678	3	8	7
E012678	3	11	7
E012678	3	13	7
E012678	3	16	7
E012678	3	18	7
E019349	1	2	7
E019349	1	4	7
E019349	1	7	7
E019349	3	12	7
E019349	3	14	7
E019349	3	17	7
E019349	3	19	7
E019793	1	2	7
E019793	1	5	7
E019793	1	12	7
E019793	2	18	7
E019793	3	21	7
E019793	2	22	7
E019793	3	30	7
E022960	3	2	7
E022960	3	5	7
E022960	3	7	7
E022960	3	11	7
E022960	3	14	7
E022960	3	17	7
E022960	3	22	7
E024240	3	2	7
E024240	3	5	7
E024240	3	13	7
E024240	3	16	7
E024240	3	20	7
E024240	3	22	7
E024240	3	28	7
E025912	3	2	7
E025912	3	5	7
E025912	1	12	7
E025912	3	15	7
E025912	3	17	7
E025912	3	18	7
E025912	3	22	7
N012	1	2	7
N012	1	3	7
N012	1	4	7
N012	1	7	7
N012	1	11	7
N012	3	14	7
N012	2	15	7
T0111A	1	2	7
T0111A	2	3	7
T0111A	2	4	7
T0111A	2	5	7
T0111A	3	6	7
T0111A	2	7	7
T0111A	2	8	7
T013832	1	2	7
T013832	1	5	7
T013832	1	8	7
T013832	3	14	7
T013832	3	17	7
T013832	3	22	7
T013832	3	30	7
T0162B	2	2	7
T0162B	2	3	7
T0162B	2	5	7
T0162B	2	6	7
T0162B	2	7	7
T0162B	2	8	7
T0162B	2	9	7
T0168B	1	2	7
T0168B	1	4	7
T0168B	1	5	7
T0168B	1	6	7
T0168B	3	7	7
T0168B	2	8	7
T0168B	3	9	7
T0199A	3	2	7
T0199A	2	3	7
T0199A	2	4	7
T0199A	2	5	7
T0199A	2	6	7
T0199A	2	7	7
T0199A	2	8	7
T0199B	1	2	7
T0199B	2	3	7
T0199B	2	4	7
T0199B	2	5	7
T0199B	3	6	7
T0199B	2	7	7
T0199B	2	8	7
T021076	3	2	7
T021076	2	7	7
T021076	3	11	7
T021076	3	17	7
T021076	2	20	7
T021076	3	23	7
T021076	3	29	7
T023390	3	2	7
T023390	3	4	7
T023390	3	8	7
T023390	2	11	7
T023390	3	14	7
T023390	3	17	7
T023390	4	29	7
T024121	3	2	7
T024121	3	4	7
T024121	1	8	7
T024121	3	11	7
T024121	3	17	7
T024121	4	20	7
T024121	4	23	7
T025415	2	2	7
T025415	1	9	7
T025415	2	11	7
T025415	3	13	7
T025415	3	19	7
T025415	3	23	7
T025415	4	29	7
E019187	1	3	7
E019187	2	5	7
E019187	3	14	7
E019187	2	17	7
E019187	3	19	7
E019187	2	22	7
E019187	3	29	7
T016834	2	3	7
T016834	2	9	7
T016834	2	14	7
T016834	3	16	7
T016834	4	20	7
T016834	4	23	7
T016834	4	29	7
T022883	2	3	7
T022883	2	8	7
T022883	2	10	7
T022883	3	14	7
T022883	3	16	7
T022883	2	19	7
T022883	3	23	7
P005135	2	4	7
P005135	2	5	7
P005135	2	9	7
P005135	2	10	7
P005135	2	11	7
P005135	2	15	7
P005135	2	17	7
P009880	2	4	7
P009880	2	5	7
P009880	2	6	7
P009880	2	10	7
P009880	2	11	7
P009880	2	12	7
P009880	2	15	7
E015378	1	5	7
E015378	2	8	7
E015378	2	12	7
E015378	4	18	7
E015378	3	22	7
E015378	4	30	7
E015378	3	36	7
E023681	3	5	7
E023681	3	14	7
E023681	3	17	7
E023681	3	20	7
E023681	3	23	7
E023681	3	29	7
E023681	3	36	7
P001363	2	5	7
P001363	2	6	7
P001363	2	7	7
P001363	2	8	7
P001363	2	12	7
P001363	3	15	7
P001363	2	16	7
T020231	2	6	7
T020231	2	7	7
T020231	3	11	7
T020231	3	16	7
T020231	3	20	7
T020231	3	23	7
T020231	3	29	7
T028029	3	6	7
T028029	3	9	7
T028029	3	11	7
T028029	3	13	7
T028029	3	17	7
T028029	3	20	7
T028029	3	22	7
E016444	2	7	7
E016444	3	11	7
E016444	4	14	7
E016444	4	17	7
E016444	3	20	7
E016444	3	29	7
E016444	3	36	7
E034885	3	7	7
E034885	3	10	7
E034885	3	13	7
E034885	3	17	7
E034885	3	19	7
E034885	3	22	7
E034885	3	29	7
P010322	3	11	7
P010322	3	12	7
P010322	3	14	7
P010322	3	17	7
P010322	3	19	7
P010322	3	20	7
P010322	3	21	7
C15	1	1	6
C15	2	2	6
C15	2	3	6
C15	2	4	6
C15	2	5	6
C15	2	6	6
C4	2	1	6
C4	2	3	6
C4	2	4	6
C4	2	5	6
C4	2	6	6
C4	2	7	6
N007	1	1	6
N007	1	2	6
N007	1	3	6
N007	2	4	6
N007	2	14	6
N007	3	19	6
N018	1	1	6
N018	1	3	6
N018	1	6	6
N018	1	8	6
N018	1	9	6
N018	3	13	6
N025	1	1	6
N025	1	2	6
N025	1	4	6
N025	1	7	6
N025	3	12	6
N025	3	16	6
N026	1	1	6
N026	1	4	6
N026	1	5	6
N026	2	6	6
N026	1	10	6
N026	4	14	6
N028	1	1	6
N028	1	2	6
N028	1	3	6
N028	3	8	6
N028	3	10	6
N028	3	14	6
N029	1	1	6
N029	1	2	6
N029	1	7	6
N029	3	10	6
N029	3	13	6
N029	3	16	6
N035	1	1	6
N035	1	2	6
N035	2	3	6
N035	3	8	6
N035	3	10	6
N035	3	14	6
N037	1	1	6
N037	1	2	6
N037	1	3	6
N037	3	8	6
N037	3	12	6
N037	3	16	6
N039	1	1	6
N039	1	2	6
N039	1	6	6
N039	3	9	6
N039	3	12	6
N039	3	15	6
N040	1	1	6
N040	1	2	6
N040	2	7	6
N040	2	10	6
N040	3	13	6
N040	3	15	6
sub1	2	1	6
sub1	3	2	6
sub1	2	5	6
sub1	2	7	6
sub1	2	9	6
sub1	2	12	6
sub100	2	1	6
sub100	2	3	6
sub100	2	4	6
sub100	2	7	6
sub100	3	10	6
sub100	3	13	6
sub104	3	1	6
sub104	2	2	6
sub104	3	5	6
sub104	3	6	6
sub104	2	10	6
sub104	2	12	6
sub105	2	1	6
sub105	2	2	6
sub105	2	4	6
sub105	2	6	6
sub105	2	10	6
sub105	2	12	6
sub106	2	1	6
sub106	2	2	6
sub106	2	5	6
sub106	2	6	6
sub106	2	10	6
sub106	2	13	6
sub107	1	1	6
sub107	1	2	6
sub107	2	4	6
sub107	2	7	6
sub107	2	9	6
sub107	2	13	6
sub108	2	1	6
sub108	2	2	6
sub108	2	4	6
sub108	2	6	6
sub108	2	10	6
sub108	2	13	6
sub109	2	1	6
sub109	2	3	6
sub109	2	5	6
sub109	2	7	6
sub109	2	10	6
sub109	3	13	6
sub11	2	1	6
sub11	2	3	6
sub11	2	5	6
sub11	2	7	6
sub11	2	10	6
sub11	2	12	6
sub110	2	1	6
sub110	2	2	6
sub110	2	5	6
sub110	2	6	6
sub110	1	9	6
sub110	2	13	6
sub111	2	1	6
sub111	3	3	6
sub111	2	5	6
sub111	2	7	6
sub111	2	10	6
sub111	2	12	6
sub112	2	1	6
sub112	2	3	6
sub112	2	5	6
sub112	2	7	6
sub112	2	9	6
sub112	2	13	6
sub114	2	1	6
sub114	2	3	6
sub114	2	4	6
sub114	2	7	6
sub114	2	10	6
sub114	2	12	6
sub115	2	1	6
sub115	2	3	6
sub115	2	4	6
sub115	2	6	6
sub115	2	9	6
sub115	2	12	6
sub116	1	1	6
sub116	1	2	6
sub116	2	5	6
sub116	1	6	6
sub116	2	10	6
sub116	2	12	6
sub117	2	1	6
sub117	2	2	6
sub117	2	4	6
sub117	2	6	6
sub117	1	10	6
sub117	2	12	6
sub118	2	1	6
sub118	2	2	6
sub118	2	4	6
sub118	2	7	6
sub118	2	9	6
sub118	2	12	6
sub119	2	1	6
sub119	2	2	6
sub119	2	5	6
sub119	2	7	6
sub119	2	10	6
